,year,region,location,adm,total_1,total_2,total_3,total_4
555,2021,Goiás,Urbana,Total,4.9,31.2,53.7,10.2
556,2021,Goiás,Rural,Total,4.7,29.9,44.3,21.1
557,2021,Goiás,Total,Federal,0.0,0.0,96.3,3.7
558,2021,Goiás,Urbana,Federal,0.0,0.0,100.0,0.0
559,2021,Goiás,Rural,Federal,0.0,0.0,83.3,16.7
560,2021,Goiás,Total,Estadual,1.9,39.8,54.7,3.6
561,2021,Goiás,Urbana,Estadual,2.0,40.4,54.7,2.9
562,2021,Goiás,Rural,Estadual,1.6,31.3,54.7,12.4
563,2021,Goiás,Total,Municipal,6.1,28.8,52.2,12.9
564,2021,Goiás,Urbana,Municipal,6.2,28.7,54.1,11.0
565,2021,Goiás,Rural,Municipal,5.4,29.7,42.1,22.8
566,2021,Goiás,Total,Privada,4.9,28.5,50.5,16.1
567,2021,Goiás,Urbana,Privada,5.0,28.3,50.6,16.1
568,2021,Goiás,Rural,Privada,0.0,44.4,44.4,11.2
569,2021,Goiás,Total,Pública,4.9,31.7,53.2,10.2
570,2021,Goiás,Urbana,Pública,4.9,32.0,54.7,8.4
571,2021,Goiás,Rural,Pública,4.8,29.6,44.3,21.3
572,2021,Distrito Federal,Total,Total,10.4,55.7,29.2,4.7
573,2021,Distrito Federal,Urbana,Total,9.7,54.6,30.7,5.0
574,2021,Distrito Federal,Rural,Total,18.5,69.1,11.1,1.3
575,2021,Distrito Federal,Total,Federal,0.0,0.0,100.0,0.0
576,2021,Distrito Federal,Urbana,Federal,0.0,0.0,100.0,0.0
577,2021,Distrito Federal,Rural,Federal,0.0,0.0,100.0,0.0
578,2021,Distrito Federal,Total,Estadual,13.7,73.5,12.8,0.0
579,2021,Distrito Federal,Urbana,Estadual,12.9,73.8,13.3,0.0
580,2021,Distrito Federal,Rural,Estadual,19.5,71.4,9.1,0.0
581,2021,Distrito Federal,Total,Privada,5.7,30.7,51.8,11.8
582,2021,Distrito Federal,Urbana,Privada,5.8,30.7,52.0,11.5
583,2021,Distrito Federal,Rural,Privada,0.0,33.3,33.3,33.4
584,2021,Distrito Federal,Total,Pública,13.5,72.4,14.1,0.0
585,2021,Distrito Federal,Urbana,Pública,12.7,72.6,14.7,0.0
586,2021,Distrito Federal,Rural,Pública,19.2,70.5,10.3,0.0
0,2022,Brasil,Total,Total,9.0,30.9,45.6,14.5
1,2022,Brasil,Urbana,Total,6.3,31.2,49.9,12.6
2,2022,Brasil,Rural,Total,15.0,30.2,36.0,18.8
3,2022,Brasil,Total,Federal,1.3,8.6,77.6,12.5
4,2022,Brasil,Urbana,Federal,1.4,7.8,78.2,12.6
5,2022,Brasil,Rural,Federal,1.1,13.5,74.2,11.2
6,2022,Brasil,Total,Estadual,7.3,38.9,45.0,8.8
7,2022,Brasil,Urbana,Estadual,6.4,39.5,46.8,7.3
8,2022,Brasil,Rural,Estadual,11.7,36.0,36.4,15.9
9,2022,Brasil,Total,Municipal,10.2,30.7,44.3,14.8
10,2022,Brasil,Urbana,Municipal,6.0,31.5,51.1,11.4
11,2022,Brasil,Rural,Municipal,15.5,29.6,35.8,19.1
12,2022,Brasil,Total,Privada,6.9,25.1,49.5,18.5
13,2022,Brasil,Urbana,Privada,6.9,25.0,49.6,18.5
14,2022,Brasil,Rural,Privada,6.9,27.1,46.6,19.4
15,2022,Brasil,Total,Pública,9.5,32.4,44.7,13.4
16,2022,Brasil,Urbana,Pública,6.1,33.7,50.0,10.2
17,2022,Brasil,Rural,Pública,15.1,30.2,35.9,18.8
18,2022,Norte,Total,Total,14.0,27.9,41.5,16.6
19,2022,Norte,Urbana,Total,4.8,26.1,55.8,13.3
20,2022,Norte,Rural,Total,19.8,29.0,32.6,18.6
21,2022,Norte,Total,Federal,1.3,11.5,78.2,9.0
22,2022,Norte,Urbana,Federal,1.4,10.1,78.3,10.2
23,2022,Norte,Rural,Federal,0.0,22.2,77.8,0.0
24,2022,Norte,Total,Estadual,9.5,22.1,50.8,17.6
25,2022,Norte,Urbana,Estadual,3.6,18.6,60.8,17.0
26,2022,Norte,Rural,Estadual,18.9,27.6,34.9,18.6
27,2022,Norte,Total,Municipal,15.6,29.2,38.7,16.5
28,2022,Norte,Urbana,Municipal,3.9,29.3,56.0,10.8
29,2022,Norte,Rural,Municipal,20.0,29.1,32.3,18.6
30,2022,Norte,Total,Privada,9.7,30.1,45.6,14.6
31,2022,Norte,Urbana,Privada,9.8,30.0,45.5,14.7
32,2022,Norte,Rural,Privada,2.8,33.3,50.0,13.9
33,2022,Norte,Total,Pública,14.4,27.7,41.2,16.7
34,2022,Norte,Urbana,Pública,3.8,25.3,57.9,13.0
35,2022,Norte,Rural,Pública,19.9,29.0,32.6,18.5
36,2022,Nordeste,Total,Total,7.9,25.7,46.1,20.3
37,2022,Nordeste,Urbana,Total,4.1,24.1,53.5,18.3
38,2022,Nordeste,Rural,Total,12.3,27.6,37.8,22.3
39,2022,Nordeste,Total,Federal,1.4,7.4,74.2,17.0
40,2022,Nordeste,Urbana,Federal,1.1,8.0,75.0,15.9
41,2022,Nordeste,Rural,Federal,3.4,3.4,69.0,24.2
42,2022,Nordeste,Total,Estadual,1.6,21.2,60.7,16.5
43,2022,Nordeste,Urbana,Estadual,0.8,19.8,65.6,13.8
44,2022,Nordeste,Rural,Estadual,4.8,26.6,40.7,27.9
45,2022,Nordeste,Total,Municipal,9.7,27.6,43.0,19.7
46,2022,Nordeste,Urbana,Municipal,5.0,27.6,51.3,16.1
47,2022,Nordeste,Rural,Municipal,12.8,27.6,37.5,22.1
48,2022,Nordeste,Total,Privada,4.3,20.4,49.7,25.6
49,2022,Nordeste,Urbana,Privada,4.2,20.1,49.9,25.8
50,2022,Nordeste,Rural,Privada,6.6,28.6,45.1,19.7
51,2022,Nordeste,Total,Pública,8.6,26.7,45.5,19.2
52,2022,Nordeste,Urbana,Pública,4.0,25.6,54.8,15.6
53,2022,Nordeste,Rural,Pública,12.4,27.6,37.7,22.3
54,2022,Sudeste,Total,Total,7.4,33.8,47.5,11.3
55,2022,Sudeste,Urbana,Total,6.0,33.4,49.3,11.3
56,2022,Sudeste,Rural,Total,18.2,37.3,33.3,11.2
57,2022,Sudeste,Total,Federal,2.0,8.7,74.5,14.8
58,2022,Sudeste,Urbana,Federal,2.3,7.5,75.3,14.9
59,2022,Sudeste,Rural,Federal,0.0,18.2,68.2,13.6
60,2022,Sudeste,Total,Estadual,5.1,51.1,39.2,4.6
61,2022,Sudeste,Urbana,Estadual,5.0,51.1,39.8,4.1
62,2022,Sudeste,Rural,Estadual,6.9,51.5,32.0,9.6
63,2022,Sudeste,Total,Municipal,8.6,32.5,48.6,10.3
64,2022,Sudeste,Urbana,Municipal,6.0,31.8,52.2,10.0
65,2022,Sudeste,Rural,Municipal,20.4,35.6,32.8,11.2
66,2022,Sudeste,Total,Privada,6.8,24.9,50.7,17.6
67,2022,Sudeste,Urbana,Privada,6.8,24.9,50.7,17.6
68,2022,Sudeste,Rural,Privada,5.6,21.8,52.1,20.5
69,2022,Sudeste,Total,Pública,7.6,37.6,46.1,8.7
70,2022,Sudeste,Urbana,Pública,5.6,37.6,48.6,8.2
71,2022,Sudeste,Rural,Pública,18.5,37.7,32.8,11.0
72,2022,Sul,Total,Total,11.1,34.7,45.1,9.1
73,2022,Sul,Urbana,Total,10.2,34.2,46.7,8.9
74,2022,Sul,Rural,Total,15.4,37.2,37.1,10.3
75,2022,Sul,Total,Federal,0.9,8.6,81.9,8.6
76,2022,Sul,Urbana,Federal,1.0,6.9,82.4,9.7
77,2022,Sul,Rural,Federal,0.0,21.4,78.6,0.0
78,2022,Sul,Total,Estadual,16.0,37.9,40.5,5.6
79,2022,Sul,Urbana,Estadual,16.2,37.0,41.5,5.3
80,2022,Sul,Rural,Estadual,14.9,41.3,36.1,7.7
81,2022,Sul,Total,Municipal,9.0,35.2,46.6,9.2
82,2022,Sul,Urbana,Municipal,7.2,34.9,49.1,8.8
83,2022,Sul,Rural,Municipal,15.6,35.9,37.3,11.2
84,2022,Sul,Total,Privada,11.3,30.5,45.6,12.6
85,2022,Sul,Urbana,Privada,11.2,30.6,45.7,12.5
86,2022,Sul,Rural,Privada,22.9,17.1,40.0,20.0
87,2022,Sul,Total,Pública,11.0,35.8,45.0,8.2
88,2022,Sul,Urbana,Pública,9.9,35.4,47.0,7.7
89,2022,Sul,Rural,Pública,15.3,37.4,37.1,10.2
90,2022,Centro-Oeste,Total,Total,8.5,41.9,42.5,7.1
91,2022,Centro-Oeste,Urbana,Total,8.6,42.3,42.7,6.4
92,2022,Centro-Oeste,Rural,Total,8.1,39.9,40.9,11.1
93,2022,Centro-Oeste,Total,Federal,0.0,8.8,89.7,1.5
94,2022,Centro-Oeste,Urbana,Federal,0.0,7.5,90.6,1.9
95,2022,Centro-Oeste,Rural,Federal,0.0,13.3,86.7,0.0
96,2022,Centro-Oeste,Total,Estadual,8.0,57.3,33.1,1.6
97,2022,Centro-Oeste,Urbana,Estadual,8.1,58.8,32.2,0.9
98,2022,Centro-Oeste,Rural,Estadual,7.7,49.4,38.0,4.9
99,2022,Centro-Oeste,Total,Municipal,9.5,39.3,43.1,8.1
100,2022,Centro-Oeste,Urbana,Municipal,9.8,40.1,43.5,6.6
101,2022,Centro-Oeste,Rural,Municipal,8.5,36.5,41.5,13.5
102,2022,Centro-Oeste,Total,Privada,7.1,29.1,51.6,12.2
103,2022,Centro-Oeste,Urbana,Privada,7.1,28.9,51.7,12.3
104,2022,Centro-Oeste,Rural,Privada,0.0,47.4,36.8,15.8
105,2022,Centro-Oeste,Total,Pública,8.9,45.4,40.0,5.7
106,2022,Centro-Oeste,Urbana,Pública,9.1,46.8,39.7,4.4
107,2022,Centro-Oeste,Rural,Pública,8.2,39.8,41.0,11.0
108,2022,Rondônia,Total,Total,5.4,21.1,56.8,16.7
109,2022,Rondônia,Urbana,Total,5.2,20.5,61.7,12.6
110,2022,Rondônia,Rural,Total,5.9,22.4,46.1,25.6
111,2022,Rondônia,Total,Federal,0.0,22.2,77.8,0.0
112,2022,Rondônia,Urbana,Federal,0.0,28.6,71.4,0.0
113,2022,Rondônia,Rural,Federal,0.0,0.0,100.0,0.0
114,2022,Rondônia,Total,Estadual,1.3,18.7,63.9,16.1
115,2022,Rondônia,Urbana,Estadual,0.4,20.1,70.3,9.2
116,2022,Rondônia,Rural,Estadual,3.5,15.0,47.8,33.7
117,2022,Rondônia,Total,Municipal,4.0,21.8,55.2,19.0
118,2022,Rondônia,Urbana,Municipal,2.1,19.6,61.7,16.6
119,2022,Rondônia,Rural,Municipal,6.9,25.1,45.3,22.7
120,2022,Rondônia,Total,Privada,22.5,24.5,43.7,9.3
121,2022,Rondônia,Urbana,Privada,23.2,23.2,44.4,9.2
122,2022,Rondônia,Rural,Privada,11.1,44.4,33.3,11.2
123,2022,Rondônia,Total,Pública,2.9,20.6,58.7,17.8
124,2022,Rondônia,Urbana,Pública,1.4,19.9,65.5,13.2
125,2022,Rondônia,Rural,Pública,5.8,21.8,46.4,26.0
126,2022,Acre,Total,Total,22.5,41.5,27.5,8.5
127,2022,Acre,Urbana,Total,5.7,49.8,41.3,3.2
128,2022,Acre,Rural,Total,29.8,37.8,21.5,10.9
129,2022,Acre,Total,Federal,0.0,0.0,100.0,0.0
130,2022,Acre,Urbana,Federal,0.0,0.0,100.0,0.0
131,2022,Acre,Total,Estadual,22.7,43.5,25.3,8.5
132,2022,Acre,Urbana,Estadual,5.3,60.2,33.3,1.2
133,2022,Acre,Rural,Estadual,30.0,36.5,21.9,11.6
134,2022,Acre,Total,Municipal,23.1,40.9,27.4,8.6
135,2022,Acre,Urbana,Municipal,5.4,46.6,43.9,4.1
136,2022,Acre,Rural,Municipal,29.6,38.8,21.2,10.4
137,2022,Acre,Total,Privada,10.8,29.7,51.4,8.1
138,2022,Acre,Urbana,Privada,10.8,29.7,51.4,8.1
139,2022,Acre,Total,Pública,22.8,41.8,26.9,8.5
140,2022,Acre,Urbana,Pública,5.3,51.6,40.4,2.7
141,2022,Acre,Rural,Pública,29.8,37.8,21.5,10.9
142,2022,Amazonas,Total,Total,18.5,31.6,38.2,11.7
143,2022,Amazonas,Urbana,Total,7.5,29.9,56.5,6.1
144,2022,Amazonas,Rural,Total,23.8,32.5,29.3,14.4
145,2022,Amazonas,Total,Federal,0.0,6.3,87.5,6.2
146,2022,Amazonas,Urbana,Federal,0.0,7.1,85.7,7.2
147,2022,Amazonas,Rural,Federal,0.0,0.0,100.0,0.0
148,2022,Amazonas,Total,Estadual,13.6,34.6,48.8,3.0
149,2022,Amazonas,Urbana,Estadual,11.7,25.6,58.8,3.9
150,2022,Amazonas,Rural,Estadual,20.6,66.3,13.1,0.0
151,2022,Amazonas,Total,Municipal,20.0,30.8,35.9,13.3
152,2022,Amazonas,Urbana,Municipal,3.7,30.6,59.8,5.9
153,2022,Amazonas,Rural,Municipal,24.0,30.8,30.0,15.2
154,2022,Amazonas,Total,Privada,10.0,37.8,40.5,11.7
155,2022,Amazonas,Urbana,Privada,10.2,38.3,39.8,11.7
156,2022,Amazonas,Rural,Privada,0.0,0.0,100.0,0.0
157,2022,Amazonas,Total,Pública,19.0,31.3,38.0,11.7
158,2022,Amazonas,Urbana,Pública,6.9,28.3,59.6,5.2
159,2022,Amazonas,Rural,Pública,23.9,32.5,29.2,14.4
160,2022,Roraima,Total,Total,20.1,26.3,42.5,11.1
161,2022,Roraima,Urbana,Total,11.4,33.5,47.8,7.3
162,2022,Roraima,Rural,Total,24.8,22.4,39.6,13.2
163,2022,Roraima,Total,Federal,0.0,28.6,71.4,0.0
164,2022,Roraima,Urbana,Federal,0.0,20.0,80.0,0.0
165,2022,Roraima,Rural,Federal,0.0,50.0,50.0,0.0
166,2022,Roraima,Total,Estadual,13.2,26.8,47.6,12.4
167,2022,Roraima,Urbana,Estadual,3.7,50.6,44.4,1.3
168,2022,Roraima,Rural,Estadual,16.2,19.3,48.6,15.9
169,2022,Roraima,Total,Municipal,25.6,24.5,38.8,11.1
170,2022,Roraima,Urbana,Municipal,11.4,22.8,53.7,12.1
171,2022,Roraima,Rural,Municipal,34.5,25.6,29.4,10.5
172,2022,Roraima,Total,Privada,28.9,39.5,28.9,2.7
173,2022,Roraima,Urbana,Privada,29.7,40.5,27.0,2.8
174,2022,Roraima,Rural,Privada,0.0,0.0,100.0,0.0
175,2022,Roraima,Total,Pública,19.6,25.6,43.2,11.6
176,2022,Roraima,Urbana,Pública,8.5,32.3,51.1,8.1
177,2022,Roraima,Rural,Pública,24.8,22.4,39.5,13.3
178,2022,Pará,Total,Total,12.6,25.6,41.2,20.6
179,2022,Pará,Urbana,Total,3.8,22.7,55.0,18.5
180,2022,Pará,Rural,Total,17.2,27.1,34.0,21.7
181,2022,Pará,Total,Federal,0.0,4.3,69.6,26.1
182,2022,Pará,Urbana,Federal,0.0,4.5,68.2,27.3
183,2022,Pará,Rural,Federal,0.0,0.0,100.0,0.0
184,2022,Pará,Total,Estadual,0.2,4.7,61.5,33.6
185,2022,Pará,Urbana,Estadual,0.1,3.8,62.2,33.9
186,2022,Pará,Rural,Estadual,0.7,9.2,58.2,31.9
187,2022,Pará,Total,Municipal,14.5,27.7,38.4,19.4
188,2022,Pará,Urbana,Municipal,4.4,28.4,54.4,12.8
189,2022,Pará,Rural,Municipal,17.6,27.5,33.4,21.5
190,2022,Pará,Total,Privada,5.9,26.7,48.9,18.5
191,2022,Pará,Urbana,Privada,6.0,26.8,48.8,18.4
192,2022,Pará,Rural,Privada,0.0,21.4,57.1,21.5
193,2022,Pará,Total,Pública,13.1,25.5,40.6,20.8
194,2022,Pará,Urbana,Pública,3.2,21.7,56.5,18.6
195,2022,Pará,Rural,Pública,17.3,27.1,33.9,21.7
196,2022,Amapá,Total,Total,16.1,25.3,39.8,18.8
197,2022,Amapá,Urbana,Total,3.7,20.9,56.0,19.4
198,2022,Amapá,Rural,Total,25.7,28.8,27.2,18.3
199,2022,Amapá,Total,Federal,20.0,20.0,60.0,0.0
200,2022,Amapá,Urbana,Federal,20.0,20.0,60.0,0.0
201,2022,Amapá,Total,Estadual,18.9,13.8,37.2,30.1
202,2022,Amapá,Urbana,Estadual,1.4,5.7,53.2,39.7
203,2022,Amapá,Rural,Estadual,29.4,18.7,27.7,24.2
204,2022,Amapá,Total,Municipal,13.3,34.3,42.4,10.0
205,2022,Amapá,Urbana,Municipal,0.7,28.7,64.0,6.6
206,2022,Amapá,Rural,Municipal,22.3,38.4,27.0,12.3
207,2022,Amapá,Total,Privada,15.0,43.3,38.3,3.4
208,2022,Amapá,Urbana,Privada,16.7,38.9,40.7,3.7
209,2022,Amapá,Rural,Privada,0.0,83.3,16.7,0.0
210,2022,Amapá,Total,Pública,16.2,23.9,39.9,20.0
211,2022,Amapá,Urbana,Pública,1.4,17.6,58.8,22.2
212,2022,Amapá,Rural,Pública,26.0,28.0,27.4,18.6
213,2022,Tocantins,Total,Total,3.1,25.0,57.0,14.9
214,2022,Tocantins,Urbana,Total,1.8,25.7,61.0,11.5
215,2022,Tocantins,Rural,Total,6.1,23.6,48.4,21.9
216,2022,Tocantins,Total,Federal,0.0,18.2,81.8,0.0
217,2022,Tocantins,Urbana,Federal,0.0,11.1,88.9,0.0
218,2022,Tocantins,Rural,Federal,0.0,50.0,50.0,0.0
219,2022,Tocantins,Total,Estadual,0.8,14.7,67.1,17.4
220,2022,Tocantins,Urbana,Estadual,0.0,14.0,73.7,12.3
221,2022,Tocantins,Rural,Estadual,2.9,16.5,50.4,30.2
222,2022,Tocantins,Total,Municipal,4.0,30.0,52.5,13.5
223,2022,Tocantins,Urbana,Municipal,1.9,32.1,55.7,10.3
224,2022,Tocantins,Rural,Municipal,7.5,26.6,47.5,18.4
225,2022,Tocantins,Total,Privada,5.9,30.9,47.1,16.1
226,2022,Tocantins,Urbana,Privada,6.0,31.6,46.6,15.8
227,2022,Tocantins,Rural,Privada,0.0,0.0,66.7,33.3
228,2022,Tocantins,Total,Pública,2.9,24.4,58.0,14.7
229,2022,Tocantins,Urbana,Pública,1.1,24.8,63.1,11.0
230,2022,Tocantins,Rural,Pública,6.1,23.7,48.3,21.9
231,2022,Maranhão,Total,Total,11.4,29.6,41.7,17.3
232,2022,Maranhão,Urbana,Total,5.9,28.9,52.1,13.1
233,2022,Maranhão,Rural,Total,14.2,29.9,36.2,19.7
234,2022,Maranhão,Total,Federal,0.0,10.0,66.7,23.3
235,2022,Maranhão,Urbana,Federal,0.0,13.6,63.6,22.8
236,2022,Maranhão,Rural,Federal,0.0,0.0,75.0,25.0
237,2022,Maranhão,Total,Estadual,5.8,30.1,49.1,15.0
238,2022,Maranhão,Urbana,Estadual,3.3,25.5,64.9,6.3
239,2022,Maranhão,Rural,Estadual,8.2,34.8,33.2,23.8
240,2022,Maranhão,Total,Municipal,12.3,30.1,40.2,17.4
241,2022,Maranhão,Urbana,Municipal,5.7,31.5,50.7,12.1
242,2022,Maranhão,Rural,Municipal,14.9,29.6,36.1,19.4
243,2022,Maranhão,Total,Privada,8.5,24.1,47.9,19.5
244,2022,Maranhão,Urbana,Privada,8.4,23.0,47.5,21.1
245,2022,Maranhão,Rural,Privada,8.8,30.1,50.0,11.1
246,2022,Maranhão,Total,Pública,11.6,30.0,41.1,17.3
247,2022,Maranhão,Urbana,Pública,5.2,30.4,53.3,11.1
248,2022,Maranhão,Rural,Pública,14.4,29.9,35.9,19.8
249,2022,Piauí,Total,Total,7.2,30.4,47.8,14.6
250,2022,Piauí,Urbana,Total,3.9,31.0,53.7,11.4
251,2022,Piauí,Rural,Total,11.3,29.7,40.4,18.6
252,2022,Piauí,Total,Federal,0.0,0.0,73.9,26.1
253,2022,Piauí,Urbana,Federal,0.0,0.0,70.0,30.0
254,2022,Piauí,Rural,Federal,0.0,0.0,100.0,0.0
255,2022,Piauí,Total,Estadual,2.2,37.3,57.3,3.2
256,2022,Piauí,Urbana,Estadual,0.9,36.4,59.7,3.0
257,2022,Piauí,Rural,Estadual,13.4,44.8,37.3,4.5
258,2022,Piauí,Total,Municipal,8.7,30.9,45.2,15.2
259,2022,Piauí,Urbana,Municipal,5.4,33.4,51.6,9.6
260,2022,Piauí,Rural,Municipal,11.2,29.1,40.5,19.2
261,2022,Piauí,Total,Privada,3.7,15.5,50.3,30.5
262,2022,Piauí,Urbana,Privada,3.7,15.3,50.4,30.6
263,2022,Piauí,Rural,Privada,0.0,100.0,0.0,0.0
264,2022,Piauí,Total,Pública,7.5,31.8,47.5,13.2
265,2022,Piauí,Urbana,Pública,4.0,33.9,54.2,7.9
266,2022,Piauí,Rural,Pública,11.3,29.6,40.4,18.7
267,2022,Ceará,Total,Total,4.6,27.1,52.0,16.3
268,2022,Ceará,Urbana,Total,3.1,24.6,55.8,16.5
269,2022,Ceará,Rural,Total,7.2,31.6,44.9,16.3
270,2022,Ceará,Total,Federal,3.1,3.1,84.4,9.4
271,2022,Ceará,Urbana,Federal,0.0,3.3,90.0,6.7
272,2022,Ceará,Rural,Federal,50.0,0.0,0.0,50.0
273,2022,Ceará,Total,Estadual,0.0,8.1,68.3,23.6
274,2022,Ceará,Urbana,Estadual,0.0,7.9,71.2,20.9
275,2022,Ceará,Rural,Estadual,0.0,9.1,47.7,43.2
276,2022,Ceará,Total,Municipal,5.6,31.9,48.9,13.6
277,2022,Ceará,Urbana,Municipal,3.9,31.4,52.6,12.1
278,2022,Ceará,Rural,Municipal,7.5,32.5,44.9,15.1
279,2022,Ceará,Total,Privada,3.2,19.7,53.7,23.4
280,2022,Ceará,Urbana,Privada,3.2,19.7,53.8,23.3
281,2022,Ceará,Rural,Privada,0.0,22.2,44.4,33.4
282,2022,Ceará,Total,Pública,4.9,28.7,51.6,14.8
283,2022,Ceará,Urbana,Pública,3.1,26.5,56.6,13.8
284,2022,Ceará,Rural,Pública,7.2,31.6,44.9,16.3
285,2022,Rio Grande do Norte,Total,Total,5.4,23.4,53.7,17.5
286,2022,Rio Grande do Norte,Urbana,Total,2.7,21.1,60.8,15.4
287,2022,Rio Grande do Norte,Rural,Total,10.1,27.4,41.2,21.3
288,2022,Rio Grande do Norte,Total,Federal,0.0,4.0,92.0,4.0
289,2022,Rio Grande do Norte,Urbana,Federal,0.0,4.5,90.9,4.6
290,2022,Rio Grande do Norte,Rural,Federal,0.0,0.0,100.0,0.0
291,2022,Rio Grande do Norte,Total,Estadual,1.0,23.7,66.0,9.3
292,2022,Rio Grande do Norte,Urbana,Estadual,0.6,22.1,68.7,8.6
293,2022,Rio Grande do Norte,Rural,Estadual,5.8,40.4,38.5,15.3
294,2022,Rio Grande do Norte,Total,Municipal,7.0,23.9,49.0,20.1
295,2022,Rio Grande do Norte,Urbana,Municipal,3.3,20.3,57.9,18.5
296,2022,Rio Grande do Norte,Rural,Municipal,10.3,27.2,40.9,21.6
297,2022,Rio Grande do Norte,Total,Privada,4.2,21.6,57.3,16.9
298,2022,Rio Grande do Norte,Urbana,Privada,3.9,22.2,57.1,16.8
299,2022,Rio Grande do Norte,Rural,Privada,16.7,0.0,66.7,16.6
300,2022,Rio Grande do Norte,Total,Pública,5.7,23.7,53.0,17.6
301,2022,Rio Grande do Norte,Urbana,Pública,2.3,20.7,62.1,14.9
302,2022,Rio Grande do Norte,Rural,Pública,10.1,27.7,40.9,21.3
303,2022,Paraíba,Total,Total,6.2,22.5,48.7,22.6
304,2022,Paraíba,Urbana,Total,3.4,22.4,54.8,19.4
305,2022,Paraíba,Rural,Total,10.6,22.5,39.4,27.5
306,2022,Paraíba,Total,Federal,7.7,23.1,57.7,11.5
307,2022,Paraíba,Urbana,Federal,8.0,24.0,60.0,8.0
308,2022,Paraíba,Rural,Federal,0.0,0.0,0.0,100.0
309,2022,Paraíba,Total,Estadual,0.8,16.4,62.3,20.5
310,2022,Paraíba,Urbana,Estadual,0.9,16.4,64.1,18.6
311,2022,Paraíba,Rural,Estadual,0.0,16.7,48.6,34.7
312,2022,Paraíba,Total,Municipal,7.8,24.0,46.4,21.8
313,2022,Paraíba,Urbana,Municipal,3.8,25.6,55.5,15.1
314,2022,Paraíba,Rural,Municipal,11.1,22.8,38.9,27.2
315,2022,Paraíba,Total,Privada,4.4,21.1,45.7,28.8
316,2022,Paraíba,Urbana,Privada,4.5,21.0,45.6,28.9
317,2022,Paraíba,Rural,Privada,0.0,40.0,60.0,0.0
318,2022,Paraíba,Total,Pública,6.6,22.7,49.2,21.5
319,2022,Paraíba,Urbana,Pública,3.0,22.9,58.1,16.0
320,2022,Paraíba,Rural,Pública,10.6,22.5,39.3,27.6
321,2022,Pernambuco,Total,Total,9.3,29.4,42.6,18.7
322,2022,Pernambuco,Urbana,Total,4.8,27.2,49.7,18.3
323,2022,Pernambuco,Rural,Total,16.7,33.0,31.0,19.3
324,2022,Pernambuco,Total,Federal,0.0,7.7,57.7,34.6
325,2022,Pernambuco,Urbana,Federal,0.0,5.3,57.9,36.8
326,2022,Pernambuco,Rural,Federal,0.0,14.3,57.1,28.6
327,2022,Pernambuco,Total,Estadual,0.8,27.8,57.6,13.8
328,2022,Pernambuco,Urbana,Estadual,0.7,30.6,63.6,5.1
329,2022,Pernambuco,Rural,Estadual,0.9,17.7,36.3,45.1
330,2022,Pernambuco,Total,Municipal,13.8,34.0,37.8,14.4
331,2022,Pernambuco,Urbana,Municipal,8.0,34.0,47.1,10.9
332,2022,Pernambuco,Rural,Municipal,18.4,34.0,30.5,17.1
333,2022,Pernambuco,Total,Privada,3.2,19.5,45.9,31.4
334,2022,Pernambuco,Urbana,Privada,3.1,18.6,46.4,31.9
335,2022,Pernambuco,Rural,Privada,6.5,48.4,30.6,14.5
336,2022,Pernambuco,Total,Pública,11.4,32.8,41.5,14.3
337,2022,Pernambuco,Urbana,Pública,5.9,32.9,51.8,9.4
338,2022,Pernambuco,Rural,Pública,16.9,32.7,31.0,19.4
339,2022,Alagoas,Total,Total,7.9,30.8,48.0,13.3
340,2022,Alagoas,Urbana,Total,4.7,28.7,54.9,11.7
341,2022,Alagoas,Rural,Total,12.0,33.5,39.3,15.2
342,2022,Alagoas,Total,Federal,0.0,0.0,76.5,23.5
343,2022,Alagoas,Urbana,Federal,0.0,0.0,76.5,23.5
344,2022,Alagoas,Total,Estadual,1.0,22.9,66.0,10.1
345,2022,Alagoas,Urbana,Estadual,1.1,24.4,67.2,7.3
346,2022,Alagoas,Rural,Estadual,0.0,11.4,57.1,31.5
347,2022,Alagoas,Total,Municipal,10.3,34.1,43.9,11.7
348,2022,Alagoas,Urbana,Municipal,7.3,33.6,50.6,8.5
349,2022,Alagoas,Rural,Municipal,12.5,34.4,39.0,14.1
350,2022,Alagoas,Total,Privada,2.0,22.4,52.9,22.7
351,2022,Alagoas,Urbana,Privada,1.8,22.7,54.4,21.1
352,2022,Alagoas,Rural,Privada,7.1,14.3,14.3,64.3
353,2022,Alagoas,Total,Pública,8.9,32.3,47.2,11.6
354,2022,Alagoas,Urbana,Pública,5.7,30.8,55.1,8.4
355,2022,Alagoas,Rural,Pública,12.1,33.7,39.6,14.6
356,2022,Sergipe,Total,Total,5.7,21.7,51.8,20.8
357,2022,Sergipe,Urbana,Total,3.3,19.7,57.2,19.8
358,2022,Sergipe,Rural,Total,8.9,24.4,44.7,22.0
359,2022,Sergipe,Total,Federal,0.0,10.0,70.0,20.0
360,2022,Sergipe,Urbana,Federal,0.0,14.3,71.4,14.3
361,2022,Sergipe,Rural,Federal,0.0,0.0,66.7,33.3
362,2022,Sergipe,Total,Estadual,0.6,17.7,68.7,13.0
363,2022,Sergipe,Urbana,Estadual,0.0,14.4,71.6,14.0
364,2022,Sergipe,Rural,Estadual,6.5,48.4,41.9,3.2
365,2022,Sergipe,Total,Municipal,7.7,24.5,47.0,20.8
