,year,region,location,adm,prim_1,prim_2,prim_3,prim_4,prim_5,prim_6,sec_1,sec_2,sec_3,sec_4,sec_5,sec_6
477,2021,Paraná,Rural,Privada,10.7,13.3,20,48,5.3,2.7,0,6,23.9,53.7,13.4,3
478,2021,Paraná,Total,Pública,13.9,14.9,27.3,33.7,6.9,3.3,1,6.5,14.7,53.8,16.2,7.8
479,2021,Paraná,Urbana,Pública,12.8,15.3,27.5,34,7,3.4,1,6.5,14.6,53.4,16.6,7.9
480,2021,Paraná,Rural,Pública,18.5,7.4,21,38.4,9.5,5.2,1,3.7,12.4,52.8,20,10.1
481,2021,Santa Catarina,Total,Total,11.3,8.4,31.9,33.7,8.3,6.4,2.2,9.3,16.9,37.2,19.9,14.5
482,2021,Santa Catarina,Urbana,Total,10.2,8.5,31.7,34.2,8.6,6.8,2.2,9.1,16.7,36.9,20.2,14.9
483,2021,Santa Catarina,Rural,Total,11.6,4.5,22.6,37.8,10.5,13,1.3,4.8,9.3,23.1,24.3,37.2
484,2021,Santa Catarina,Total,Federal,8.8,33.3,8.7,47.8,1.4,0,1.8,33.5,35,28.1,1,0.6
485,2021,Santa Catarina,Urbana,Federal,8.8,33.3,8.7,47.8,1.4,0,1.7,33.5,32.7,30.4,1.1,0.6
486,2021,Santa Catarina,Rural,Federal,--,--,--,--,--,--,2.1,34.1,58,5.1,0,0.7
487,2021,Santa Catarina,Total,Estadual,5.5,5.4,23.6,39.1,13.8,12.6,2.3,6.7,11.8,37.9,23.6,17.7
488,2021,Santa Catarina,Urbana,Estadual,4.8,5.4,23.2,39.4,14.1,13.1,2.3,6.6,11.7,37.4,23.8,18.2
489,2021,Santa Catarina,Rural,Estadual,5.9,1.9,14,39.6,14.4,24.2,1.3,2.7,5,23.4,26.7,40.9
490,2021,Santa Catarina,Total,Municipal,11.1,8.5,38.1,31.7,6.5,4.1,0,8.5,55.3,23.4,8.5,4.3
491,2021,Santa Catarina,Urbana,Municipal,9.7,8.4,38.8,32.2,6.8,4.1,0,11.1,61.1,11.1,11.1,5.6
492,2021,Santa Catarina,Rural,Municipal,15.7,6.5,29.1,36.2,7.8,4.7,0,7,51.7,31,6.9,3.4
493,2021,Santa Catarina,Total,Privada,21.4,13.1,27.4,28.6,5.5,4,1.2,10,33,37,12.1,6.7
494,2021,Santa Catarina,Urbana,Privada,21.5,13.1,27.4,28.5,5.5,4,1.2,10.1,33.2,36.6,12.2,6.7
495,2021,Santa Catarina,Rural,Privada,10,6.7,20,63.3,0,0,0,0,17.7,73.5,5.9,2.9
496,2021,Santa Catarina,Total,Pública,8.9,7.4,32.4,34.9,9.2,7.2,2.2,8.9,13.8,37.1,21.7,16.3
497,2021,Santa Catarina,Urbana,Pública,7.6,7.3,32.2,35.6,9.6,7.7,2.3,8.7,13.4,36.8,22,16.8
498,2021,Santa Catarina,Rural,Pública,11.5,4.5,22.6,37.7,10.6,13.1,1.3,4.9,9.2,22.3,24.6,37.7
499,2021,Rio Grande do Sul,Total,Total,17.4,13.5,24.5,34.7,7,2.9,0.8,9,23.1,45.5,15.1,6.5
500,2021,Rio Grande do Sul,Urbana,Total,15.4,13.2,24.9,35.9,7.5,3.1,0.8,8.3,23,45.8,15.4,6.7
501,2021,Rio Grande do Sul,Rural,Total,22,10.8,20.4,35.5,7.4,3.9,1.4,17,21,40.8,13.5,6.3
502,2021,Rio Grande do Sul,Total,Federal,8.6,64.7,24.5,2.2,0,0,4.5,29.8,34.8,28.6,1.8,0.5
503,2021,Rio Grande do Sul,Urbana,Federal,8.6,64.7,24.5,2.2,0,0,4.7,25.9,35.9,30.9,2.1,0.5
504,2021,Rio Grande do Sul,Rural,Federal,--,--,--,--,--,--,3,44.1,30.3,20.9,1.1,0.6
505,2021,Rio Grande do Sul,Total,Estadual,9.7,10.2,18.6,44,12.3,5.2,0.5,5.7,17.9,49.8,18.2,7.9
506,2021,Rio Grande do Sul,Urbana,Estadual,8.6,10.1,18.3,44.8,12.8,5.4,0.4,5.6,17.7,49.7,18.5,8.1
507,2021,Rio Grande do Sul,Rural,Estadual,14.3,7.6,17,42.9,11.7,6.5,0.8,7.1,16.9,48.1,18.5,8.6
508,2021,Rio Grande do Sul,Total,Municipal,19.1,13.5,26.9,32,5.6,2.9,0.8,11.5,28.2,43,10.6,5.9
509,2021,Rio Grande do Sul,Urbana,Municipal,16.5,13.2,28.2,33.2,5.9,3,0.4,14.2,25.3,42.1,11.9,6.1
510,2021,Rio Grande do Sul,Rural,Municipal,24.6,11.9,21.7,32.9,5.8,3.1,2,4.1,36.1,45.4,7.2,5.2
511,2021,Rio Grande do Sul,Total,Privada,21.4,13.5,26.8,29.3,5.7,3.3,0.7,12.1,37.6,34.3,9.7,5.6
512,2021,Rio Grande do Sul,Urbana,Privada,21.3,13.5,26.8,29.4,5.7,3.3,0.6,11.9,38,34.3,9.6,5.6
513,2021,Rio Grande do Sul,Rural,Privada,40.5,19,23.8,14.3,2.4,0,2,38.3,4.3,36.2,14.9,4.3
514,2021,Rio Grande do Sul,Total,Pública,16.3,13.1,23.9,36.1,7.5,3.1,0.8,8.1,19.6,47.7,16.6,7.2
515,2021,Rio Grande do Sul,Urbana,Pública,13.8,12.7,24.3,37.6,8.2,3.4,0.6,7.3,19.3,48.2,17.1,7.5
516,2021,Rio Grande do Sul,Rural,Pública,21.9,10.8,20.4,35.6,7.4,3.9,1.5,16.4,21.4,40.9,13.4,6.4
517,2021,Mato Grosso do Sul,Total,Total,11.9,16.3,26.3,33.1,7.9,4.5,0.6,10.2,24.2,38,16.8,10.2
518,2021,Mato Grosso do Sul,Urbana,Total,10.1,16.3,26.5,33.9,8.4,4.8,0.5,9.7,24.5,37.8,17,10.5
519,2021,Mato Grosso do Sul,Rural,Total,19.1,12.9,22.5,32.1,8.1,5.3,0.5,12.1,16.9,38.9,18.3,13.3
520,2021,Mato Grosso do Sul,Total,Federal,0,58.5,19.5,22,0,0,0.9,32.4,42.9,21.8,1.1,0.9
521,2021,Mato Grosso do Sul,Urbana,Federal,0,58.5,19.5,22,0,0,1.1,31.7,41.8,23.4,1.1,0.9
522,2021,Mato Grosso do Sul,Rural,Federal,--,--,--,--,--,--,0,35.4,48.4,14,1.1,1.1
523,2021,Mato Grosso do Sul,Total,Estadual,1.7,9,17.6,43.8,17.3,10.6,0.5,8.1,20.7,39.2,19.5,12
524,2021,Mato Grosso do Sul,Urbana,Estadual,1.1,9.1,17.4,43.8,17.8,10.8,0.4,7.8,21.2,38.6,19.8,12.2
525,2021,Mato Grosso do Sul,Rural,Estadual,7.6,6,14.8,44,15.3,12.3,0.5,8.8,12,42.9,20.8,15
526,2021,Mato Grosso do Sul,Total,Municipal,12.3,18.7,26.4,31.4,6.8,4.4,0,19,42.9,23.8,9.5,4.8
527,2021,Mato Grosso do Sul,Urbana,Municipal,9.6,19.3,26.8,32.6,7.1,4.6,--,--,--,--,--,--
528,2021,Mato Grosso do Sul,Rural,Municipal,21.7,14.3,24,29.4,6.6,4,0,19,42.9,23.8,9.5,4.8
529,2021,Mato Grosso do Sul,Total,Privada,20.6,11.2,31.3,28,4.8,4.1,1.3,9.6,32.1,38.6,10.2,8.2
530,2021,Mato Grosso do Sul,Urbana,Privada,20.4,11.2,31.2,28.2,4.9,4.1,1.5,9.2,32.2,39,10,8.1
531,2021,Mato Grosso do Sul,Rural,Privada,22.3,22.2,40.7,7.4,3.7,3.7,3.1,21.9,28.1,21.9,15.6,9.4
532,2021,Mato Grosso do Sul,Total,Pública,9.5,16.8,24.9,34.7,9,5.1,0.5,9.9,22.4,37.9,18.1,11.2
533,2021,Mato Grosso do Sul,Urbana,Pública,7.1,16.9,24.9,35.8,9.7,5.6,0.5,9.4,22.6,37.5,18.5,11.5
534,2021,Mato Grosso do Sul,Rural,Pública,19.1,12.8,22.4,32.3,8.1,5.3,0.5,11.7,16.5,39.5,18.4,13.4
535,2021,Mato Grosso,Total,Total,22.8,16.9,24.5,25.5,7.3,3,1.9,8.3,28.3,39.9,15.4,6.2
536,2021,Mato Grosso,Urbana,Total,18.9,17.9,26.3,26,7.4,3.5,0.5,8,28.9,39.2,16.2,7.2
537,2021,Mato Grosso,Rural,Total,37.1,11.1,16.4,25.4,7.6,2.4,7,8.8,24.4,42.2,13.5,4.1
538,2021,Mato Grosso,Total,Federal,--,--,--,--,--,--,1,42.1,42.1,12.7,1.5,0.6
539,2021,Mato Grosso,Urbana,Federal,--,--,--,--,--,--,1.3,39,41.6,16,1.5,0.6
540,2021,Mato Grosso,Rural,Federal,--,--,--,--,--,--,0,51.9,43.8,2.4,1.4,0.5
541,2021,Mato Grosso,Total,Estadual,14.3,13.7,24.5,31.9,10.9,4.7,2.1,5.1,26.2,42.1,17.4,7.1
542,2021,Mato Grosso,Urbana,Estadual,10.5,15.9,25.7,31.7,10.9,5.3,0.3,5,26.7,40.9,18.6,8.5
543,2021,Mato Grosso,Rural,Estadual,30.9,3.7,17.8,33.5,11.6,2.5,7.4,5.1,22.9,45.6,14.6,4.4
544,2021,Mato Grosso,Total,Municipal,31.2,20.1,21.7,18.8,4.8,3.4,--,--,--,--,--,--
545,2021,Mato Grosso,Urbana,Municipal,27,20.6,24.1,19.4,5,3.9,--,--,--,--,--,--
546,2021,Mato Grosso,Rural,Municipal,41.9,17.8,15,18.3,4.5,2.5,--,--,--,--,--,--
547,2021,Mato Grosso,Total,Privada,19.6,11.8,28.5,30,6.5,3.6,1.3,9.2,29.3,39.9,13.3,7
548,2021,Mato Grosso,Urbana,Privada,19.5,11.8,28.5,30.1,6.5,3.6,1.1,9.1,29.4,39.9,13.4,7.1
549,2021,Mato Grosso,Rural,Privada,11.7,23.5,29.4,11.8,11.8,11.8,23.6,17.6,17.6,41.2,0,0
550,2021,Mato Grosso,Total,Pública,22.8,17.3,23.6,25.3,7.7,3.3,1.9,7.9,27.5,39.9,16.2,6.6
551,2021,Mato Grosso,Urbana,Pública,18.2,18.7,25.4,25.8,8,3.9,0.4,7.5,27.8,39.1,17.3,7.9
552,2021,Mato Grosso,Rural,Pública,37.3,11.1,16.3,25.4,7.6,2.3,6.9,8.7,24.5,42.2,13.6,4.1
553,2021,Goiás,Total,Total,21,20.4,25.4,26.6,4.7,1.9,1.7,9.8,31.1,42.8,10.3,4.3
554,2021,Goiás,Urbana,Total,19.5,20.5,25.9,27.2,4.9,2,1.2,9,31.2,43.4,10.7,4.5
555,2021,Goiás,Rural,Total,39.6,16.7,17.9,21.5,2.9,1.4,10,24.9,27.3,31.3,4.9,1.6
556,2021,Goiás,Total,Federal,11.3,45.3,41.5,1.9,0,0,2.4,52.3,21.4,23.1,0.6,0.2
557,2021,Goiás,Urbana,Federal,11.3,45.3,41.5,1.9,0,0,2.6,51,19,26.4,0.8,0.2
558,2021,Goiás,Rural,Federal,--,--,--,--,--,--,2.1,56.7,30.6,10.6,0,0
559,2021,Goiás,Total,Estadual,1.3,10,27.5,45.4,11,4.8,1.4,5.2,28.4,46.8,12.8,5.4
560,2021,Goiás,Urbana,Estadual,0.8,10,27.4,45.7,11.2,4.9,0.8,5.2,28.5,47,13,5.5
561,2021,Goiás,Rural,Estadual,13.8,8.9,27.8,40.6,7.4,1.5,17,5.7,24.6,42.6,7.7,2.4
562,2021,Goiás,Total,Municipal,29.3,27.6,18.9,19.6,2.9,1.7,0,1.3,38.5,33.3,11.5,15.4
563,2021,Goiás,Urbana,Municipal,27,28.4,19.4,20.3,3.1,1.8,0,2.1,23.4,38.3,14.9,21.3
564,2021,Goiás,Rural,Municipal,45.6,18.6,15.7,16.7,2,1.4,0,0,61.2,25.8,6.5,6.5
565,2021,Goiás,Total,Privada,24.3,15.1,32.3,22.7,3.7,1.9,1.9,9.4,39.9,35.7,8.5,4.6
566,2021,Goiás,Urbana,Privada,24.3,15.1,32.4,22.6,3.7,1.9,2,8.8,40.3,35.6,8.6,4.7
567,2021,Goiás,Rural,Privada,26.4,7.5,18.9,45.3,1.9,0,0,41,14.8,39.3,4.9,0
568,2021,Goiás,Total,Pública,19.2,21.7,22.8,28.6,5.4,2.3,1.5,9.6,27.9,44.5,11.6,4.9
569,2021,Goiás,Urbana,Pública,17.1,21.9,23.2,29.6,5.7,2.5,0.9,8.8,27.8,45.4,12,5.1
570,2021,Goiás,Rural,Pública,40,16.9,17.8,21,2.9,1.4,11,23.5,28.4,30.5,4.9,1.7
571,2021,Distrito Federal,Total,Total,35,20.9,29.9,12,1.6,0.6,0.4,10.6,56,26.6,4.7,1.7
572,2021,Distrito Federal,Urbana,Total,34.2,20.8,30.4,12.3,1.7,0.6,0.6,10.3,56.4,26.4,4.6,1.7
573,2021,Distrito Federal,Rural,Total,45.6,21.9,21,9.2,1.6,0.7,0,15,45.1,33.5,6,0.4
574,2021,Distrito Federal,Total,Federal,0,34.7,52,12,0,1.3,1.7,25.9,34.3,36.2,1.9,0
575,2021,Distrito Federal,Urbana,Federal,0,34.7,52,12,0,1.3,2,25.8,36.9,33.8,1.5,0
576,2021,Distrito Federal,Rural,Federal,--,--,--,--,--,--,0,26.5,19.1,50,4.4,0
577,2021,Distrito Federal,Total,Estadual,41.6,24.1,27.2,6,0.7,0.4,0.1,10.4,66.2,19,3.2,1.1
578,2021,Distrito Federal,Urbana,Estadual,41.1,24.2,27.8,5.8,0.7,0.4,0.1,10.2,66.6,18.8,3.1,1.2
579,2021,Distrito Federal,Rural,Estadual,46.9,22.3,20.2,8.6,1.3,0.7,0,12.7,54.2,26.8,5.8,0.5
580,2021,Distrito Federal,Total,Privada,20.1,13.3,34.9,26.4,3.9,1.4,1,6.7,40.6,38.7,9.3,3.7
581,2021,Distrito Federal,Urbana,Privada,20,13.4,34.9,26.4,3.9,1.4,1.1,6.7,40.5,38.8,9.2,3.7
582,2021,Distrito Federal,Rural,Privada,7.5,3.7,48.1,29.6,11.1,0,0,3.8,46.2,38.5,11.5,0
583,2021,Distrito Federal,Total,Pública,41.4,24.1,27.4,6,0.7,0.4,0.3,12.2,62.6,20.9,3,1
584,2021,Distrito Federal,Urbana,Pública,40.7,24.3,28,5.9,0.7,0.4,0.4,11.9,63.5,20.3,2.9,1
585,2021,Distrito Federal,Rural,Pública,46.9,22.3,20.2,8.6,1.3,0.7,0,16.3,45,32.9,5.4,0.4
0,2022,Brasil,Total,Total,20.5,17.5,27.1,26.9,5.4,2.6,1.3,10.5,28.8,40.8,12.6,6
1,2022,Brasil,Urbana,Total,17.4,17.4,28.2,28.2,5.9,2.9,1.2,10.1,28.9,40.8,12.8,6.2
2,2022,Brasil,Rural,Total,32.5,15.7,20.6,24.5,4.6,2.1,3.9,13,23.4,40.5,13.1,6.1
3,2022,Brasil,Total,Federal,13.1,36.3,30.8,17.2,1.7,0.9,2.4,33.3,34.1,28.1,1.7,0.4
4,2022,Brasil,Urbana,Federal,12.9,36.4,30.9,17.2,1.7,0.9,2.3,32.5,33.6,29.3,1.8,0.5
5,2022,Brasil,Rural,Federal,37.5,20.8,20.8,16.7,0,4.2,2.1,38.5,37.4,20.5,1.2,0.3
6,2022,Brasil,Total,Estadual,7.7,13,26.4,37.4,10.6,4.9,1.1,8.5,26.9,41.9,14.5,7.1
7,2022,Brasil,Urbana,Estadual,6.5,13.2,26.7,37.7,10.8,5.1,0.7,8.3,27.1,41.8,14.7,7.4
8,2022,Brasil,Rural,Estadual,19.6,8.9,20.4,36.4,10.4,4.3,4.1,9.3,21.4,43.3,14.9,7
9,2022,Brasil,Total,Municipal,24.6,19.1,25.2,24.1,4.4,2.6,1.4,10.8,23.2,42.4,14.2,8
10,2022,Brasil,Urbana,Municipal,20.2,19.3,26.8,25.8,4.9,3,0.7,9.5,22.7,42.4,15.7,9
11,2022,Brasil,Rural,Municipal,34.5,16.7,20.5,22.7,3.7,1.9,4.2,15.8,25,42.1,8.5,4.4
12,2022,Brasil,Total,Privada,21.4,15,29.2,26.7,4.9,2.8,1.6,10.3,31.5,40,10.6,6
13,2022,Brasil,Urbana,Privada,21.4,15,29.2,26.7,4.9,2.8,1.5,10,31.5,40.2,10.7,6.1
14,2022,Brasil,Rural,Privada,22.8,16.8,30,24.8,3.7,1.9,3.1,25.5,31.6,30.9,6.1,2.8
15,2022,Brasil,Total,Pública,19.4,17.7,26.2,27.8,6,2.9,1.2,10.1,27.4,41,13.6,6.7
16,2022,Brasil,Urbana,Pública,15.5,17.6,27.4,29.6,6.6,3.3,0.8,9.8,27.5,41,13.9,7
17,2022,Brasil,Rural,Pública,32.6,15.6,20.5,24.5,4.6,2.2,4,12.3,23,41,13.4,6.3
18,2022,Norte,Total,Total,24.7,15,27.9,24.5,4.9,3,2.5,9.8,25,41.6,12.8,8.3
19,2022,Norte,Urbana,Total,17.3,15,30.5,27.1,5.9,4.2,0.7,9.3,25.3,41.8,13.4,9.5
20,2022,Norte,Rural,Total,36,14.3,22.8,21.2,4,1.7,9.7,10.6,22.1,39.8,12.1,5.7
21,2022,Norte,Total,Federal,7.3,43.6,24,22,2.4,0.7,2,33,35.4,27.7,1.4,0.5
22,2022,Norte,Urbana,Federal,7.3,43.6,24,22,2.4,0.7,2.2,31.6,34.6,29.6,1.5,0.5
23,2022,Norte,Rural,Federal,--,--,--,--,--,--,1,43.2,41.4,13.6,0.5,0.3
24,2022,Norte,Total,Estadual,10.5,11.2,26.9,36.6,9.1,5.7,2.6,7.4,23,42.9,14.4,9.7
25,2022,Norte,Urbana,Estadual,5.2,11.1,27.9,39.2,9.8,6.8,0.3,6.8,23.1,43,15.4,11.4
26,2022,Norte,Rural,Estadual,27.3,11,22.6,28.2,7.6,3.3,10.2,8.7,20.9,41.3,12.9,6
27,2022,Norte,Total,Municipal,29.7,15.7,26.6,21,4.1,2.9,0,23.5,5.9,41.2,17.6,11.8
28,2022,Norte,Urbana,Municipal,21.6,16.1,29.7,22.9,5.1,4.6,0,23.5,5.9,41.2,17.6,11.8
29,2022,Norte,Rural,Municipal,37.6,14.8,22.8,19.9,3.5,1.4,--,--,--,--,--,--
30,2022,Norte,Total,Privada,21.4,14.3,31.9,24.6,4.5,3.3,1.2,9.8,28.6,41.6,10.5,8.3
31,2022,Norte,Urbana,Privada,21.7,14.2,31.9,24.4,4.5,3.3,1.1,9.1,28.4,42,10.8,8.6
32,2022,Norte,Rural,Privada,11,15.5,28.8,37.5,5.3,1.9,4.5,22.6,30.5,34.1,5.4,2.9
33,2022,Norte,Total,Pública,25,14.9,27.2,24.7,5.1,3.1,2.5,9.6,24.1,41.6,13.3,8.9
34,2022,Norte,Urbana,Pública,16.1,14.9,29.8,28.1,6.4,4.7,0.6,9.2,24.2,41.7,14,10.3
35,2022,Norte,Rural,Pública,36.1,14.3,22.8,21.1,4,1.7,9.9,10.2,21.8,40,12.3,5.8
36,2022,Nordeste,Total,Total,23.9,19.2,27.5,23.1,4,2.3,0.7,11.5,32.7,37.8,11,6.3
37,2022,Nordeste,Urbana,Total,18.6,18.4,30.2,25.3,4.7,2.8,0.6,10.9,33.1,37.8,11.1,6.5
38,2022,Nordeste,Rural,Total,33.6,19.1,20.2,22.2,3.3,1.6,1.3,15.4,25,38.7,12.6,7
39,2022,Nordeste,Total,Federal,13.3,45.5,24.5,15,0.7,1,1.6,25.5,35.5,34.5,2.4,0.5
40,2022,Nordeste,Urbana,Federal,11,47.7,24.8,14.9,0.8,0.8,1.5,25.4,35.4,34.8,2.4,0.5
41,2022,Nordeste,Rural,Federal,37.5,20.8,20.8,16.7,0,4.2,1.9,25.9,35.7,33.2,2.7,0.6
42,2022,Nordeste,Total,Estadual,7.7,8.3,23.3,41.4,12.1,7.2,0.3,10,32.6,37.3,12.4,7.4
43,2022,Nordeste,Urbana,Estadual,5,8.5,23.8,42.5,12.4,7.8,0.4,9.5,33.1,37,12.4,7.6
44,2022,Nordeste,Rural,Estadual,23.1,6.7,19.7,35.4,10.8,4.3,0.9,12.7,23.6,39.9,14.6,8.3
45,2022,Nordeste,Total,Municipal,24.5,20.5,26.4,22.3,3.9,2.4,3.9,22.4,15.4,46.4,9.1,2.8
46,2022,Nordeste,Urbana,Municipal,17.2,20,30.1,24.9,4.7,3.1,0,24.4,11,45.3,16,3.3
47,2022,Nordeste,Rural,Municipal,34,19.6,20,21.8,3,1.6,5.7,21.5,17.2,46.9,6.1,2.6
48,2022,Nordeste,Total,Privada,23.1,15.7,30.3,24.4,4.1,2.4,1.8,10.2,28.3,42.1,10.9,6.7
49,2022,Nordeste,Urbana,Privada,23.1,15.6,30.3,24.5,4.1,2.4,1.6,9.5,28.3,42.6,11.1,6.9
50,2022,Nordeste,Rural,Privada,26.6,16.8,30.4,21,3.8,1.4,3.6,29.9,29.7,27.1,6.6,3.1
51,2022,Nordeste,Total,Pública,23.4,19.6,26.4,23.8,4.3,2.5,0.4,11.4,32.8,37.1,11.5,6.8
52,2022,Nordeste,Urbana,Pública,15.7,18.9,29.7,26.9,5.4,3.4,0.4,10.8,33.3,36.9,11.6,7
53,2022,Nordeste,Rural,Pública,33.7,19.1,20,22.3,3.3,1.6,1.2,14.4,24.7,39.4,13,7.3
54,2022,Sudeste,Total,Total,18.6,18.7,25.9,28.1,6.1,2.6,1.2,10.6,29.4,40.5,12.7,5.6
55,2022,Sudeste,Urbana,Total,17.5,18.8,26.3,28.5,6.2,2.7,1,10.4,29.4,40.6,12.9,5.7
56,2022,Sudeste,Rural,Total,33,11.9,17,28.1,6.8,3.2,2.1,14.2,25,40.6,12.6,5.5
57,2022,Sudeste,Total,Federal,17.4,26.1,34.7,18.4,2.2,1.2,1.9,37.5,32.9,25.8,1.4,0.5
58,2022,Sudeste,Urbana,Federal,17.4,26.1,34.7,18.4,2.2,1.2,1.9,36.9,32.1,27,1.5,0.6
59,2022,Sudeste,Rural,Federal,--,--,--,--,--,--,1.9,42,38.8,17,0.3,0
60,2022,Sudeste,Total,Estadual,6,16.1,27.9,35.5,10.1,4.4,0.9,9,27.6,41.4,14.5,6.6
61,2022,Sudeste,Urbana,Estadual,5.6,16.2,28.1,35.6,10.1,4.4,0.9,8.9,27.6,41.3,14.6,6.7
62,2022,Sudeste,Rural,Estadual,16.9,12.4,20.2,37,9.8,3.7,2.3,9.6,22.2,44.7,14.8,6.4
63,2022,Sudeste,Total,Municipal,25,20,20.9,26.1,5.2,2.8,0.5,7.8,23.3,42.4,16.3,9.7
64,2022,Sudeste,Urbana,Municipal,22.9,20.6,21.6,26.7,5.3,2.9,0.6,7.8,23.2,42.7,16.2,9.5
65,2022,Sudeste,Rural,Municipal,38.1,11.3,15.5,25.8,6.1,3.2,0,6.4,25.6,32.1,20.5,15.4
66,2022,Sudeste,Total,Privada,20.6,15.4,28,27.6,5.4,3,1.3,10.3,31.7,40.2,10.6,5.9
67,2022,Sudeste,Urbana,Privada,20.7,15.3,28,27.6,5.4,3,1.4,10.1,31.7,40.3,10.6,5.9
68,2022,Sudeste,Rural,Privada,21.4,18.2,29.1,25.2,3.7,2.4,0.7,24.9,35.9,30.3,5.6,2.6
69,2022,Sudeste,Total,Pública,17.3,19.1,24.7,29.1,6.8,3,1,10.3,27.8,40.7,13.9,6.3
70,2022,Sudeste,Urbana,Pública,15.6,19.4,25.2,29.7,7,3.1,0.9,10,27.8,40.8,14.1,6.4
71,2022,Sudeste,Rural,Pública,33.4,11.7,16.6,28.2,6.9,3.2,2.2,13.3,24.2,41.4,13.1,5.8
72,2022,Sul,Total,Total,15.5,12.2,29,33.6,6.9,2.8,1.7,9.1,20.3,46.9,15.6,6.4
73,2022,Sul,Urbana,Total,14.4,12.2,29.2,34.1,7.1,3,1.7,8.8,20.3,46.8,15.9,6.5
74,2022,Sul,Rural,Total,19,8.5,23.4,37.1,8.1,3.9,1.8,9.4,16.2,48.5,16.8,7.3
75,2022,Sul,Total,Federal,7.8,66.1,15.2,10.9,0,0,3.8,35.5,34.7,24.6,1.2,0.2
76,2022,Sul,Urbana,Federal,7.8,66.1,15.2,10.9,0,0,3.8,33.9,34.3,26.5,1.3,0.2
77,2022,Sul,Rural,Federal,--,--,--,--,--,--,3.7,45.8,37.4,12.5,0.3,0.3
78,2022,Sul,Total,Estadual,6,7.3,22.6,45.2,13.3,5.6,1.5,6.4,15.9,50.6,18.1,7.5
79,2022,Sul,Urbana,Estadual,5.2,7.3,22.7,45.4,13.6,5.8,1.6,6.3,15.8,50.2,18.4,7.7
80,2022,Sul,Rural,Estadual,9.8,5,17.7,47.3,13.8,6.4,1.7,5.1,13.1,52.7,19.1,8.3
81,2022,Sul,Total,Municipal,19.1,14,32.5,27.7,4.3,2.4,2.8,10.5,30.9,39.1,10.1,6.6
82,2022,Sul,Urbana,Municipal,17.5,14.1,33.4,28.2,4.4,2.4,2.4,12.2,25.8,39.4,11.8,8.4
83,2022,Sul,Rural,Municipal,23.6,10.4,26.5,31.6,5.2,2.7,3.6,7.1,41.4,38.6,6.4,2.9
84,2022,Sul,Total,Privada,20.4,13.4,28.5,29.4,5.3,3,2.2,11.5,34.8,36.3,10.3,4.9
85,2022,Sul,Urbana,Privada,20.3,13.5,28.5,29.4,5.3,3,2.2,11.4,35,36.2,10.3,4.9
86,2022,Sul,Rural,Privada,22.4,6.8,25.2,39.5,2,4.1,0,18.4,20.7,50.6,8.5,1.8
87,2022,Sul,Total,Pública,14.1,11.6,28.8,34.9,7.5,3.1,1.6,8.3,17.2,48.8,17,7.1
88,2022,Sul,Urbana,Pública,12.4,11.6,29.1,35.6,8,3.3,1.5,8,17,48.8,17.4,7.3
89,2022,Sul,Rural,Pública,18.9,8.5,23.4,37.1,8.2,3.9,2,9.1,16.1,48.4,17,7.4
90,2022,Centro-Oeste,Total,Total,22.2,18.6,27.5,24.6,4.9,2.2,1.9,10.1,34.1,37.7,11.1,5.1
91,2022,Centro-Oeste,Urbana,Total,20.3,18.9,28.3,25.1,5,2.4,1.4,9.6,34.4,38,11.2,5.4
92,2022,Centro-Oeste,Rural,Total,34.3,14.1,20.4,23.3,5.6,2.3,6.9,13.4,28.7,35.1,12,3.9
93,2022,Centro-Oeste,Total,Federal,0,42.7,44.4,12.3,0.6,0,3.7,42.4,31.3,20.8,1.6,0.2
94,2022,Centro-Oeste,Urbana,Federal,0,42.7,44.4,12.3,0.6,0,3.9,40.6,30,23.4,1.8,0.3
95,2022,Centro-Oeste,Rural,Federal,--,--,--,--,--,--,2.7,49.4,36.2,10.9,0.8,0
96,2022,Centro-Oeste,Total,Estadual,16,14.2,28.3,29.5,8.2,3.8,1.6,7.2,32.8,39.3,12.9,6.2
97,2022,Centro-Oeste,Urbana,Estadual,14.6,14.7,28.7,29.8,8.2,4,0.8,7.1,33.2,39.3,13,6.6
98,2022,Centro-Oeste,Rural,Estadual,28,9.4,23.1,28.2,8.7,2.6,7.5,7.3,26.9,39.6,14.1,4.6
99,2022,Centro-Oeste,Total,Municipal,26.4,23,21.8,22,4.1,2.7,0,3.6,39.8,30.1,18.1,8.4
100,2022,Centro-Oeste,Urbana,Municipal,23.6,24.1,22.5,22.7,4.2,2.9,0,2.4,31.7,36.6,19.5,9.8
101,2022,Centro-Oeste,Rural,Municipal,37.3,16.4,18.3,21,4.5,2.5,0,4.8,47.6,23.8,16.7,7.1
102,2022,Centro-Oeste,Total,Privada,20.4,13.2,32.3,26.9,4.6,2.6,1.6,8.8,35.5,38.3,10.3,5.5
103,2022,Centro-Oeste,Urbana,Privada,20.5,13.2,32.2,26.9,4.6,2.6,1.6,8.6,35.4,38.5,10.4,5.5
104,2022,Centro-Oeste,Rural,Privada,13.6,16.8,41.6,24.8,1.6,1.6,12.2,17.1,35.7,27.1,4.3,3.6
105,2022,Centro-Oeste,Total,Pública,22.1,19.5,25.8,24.7,5.4,2.5,1.8,10,32.8,37.7,12,5.7
106,2022,Centro-Oeste,Urbana,Pública,19.7,20.1,26.6,25.4,5.5,2.7,1.1,9.5,33,38.1,12.2,6.1
