,year,region,location,adm,elem_0,prim_0,sec_0
378,2020,Bahia,Total,Privada,49.1,65.8,85.8
379,2020,Bahia,Total,Pública,72.8,82.3,94.8
380,2020,Bahia,Urbana,Total,67.5,81.8,93.7
381,2020,Bahia,Urbana,Federal,--,100,96.1
382,2020,Bahia,Urbana,Estadual,--,97.3,95.7
383,2020,Bahia,Urbana,Municipal,76.8,87.6,83.3
384,2020,Bahia,Urbana,Privada,49.1,65.9,86.4
385,2020,Bahia,Urbana,Pública,76.8,88.8,95.6
386,2020,Bahia,Rural,Total,64.4,71.4,85
387,2020,Bahia,Rural,Federal,--,--,98
388,2020,Bahia,Rural,Estadual,14.9,48.8,87.2
389,2020,Bahia,Rural,Municipal,65.4,72,66.5
390,2020,Bahia,Rural,Privada,52.3,58.9,77.1
391,2020,Bahia,Rural,Pública,64.6,71.5,86.2
392,2020,Minas Gerais,Total,Total,77.8,95.9,98.2
393,2020,Minas Gerais,Total,Federal,96.3,100,99.7
394,2020,Minas Gerais,Total,Estadual,23.8,98.6,98.5
395,2020,Minas Gerais,Total,Municipal,84.2,95.3,99.1
396,2020,Minas Gerais,Total,Privada,61,90.7,96.2
397,2020,Minas Gerais,Total,Pública,84.1,96.9,98.6
398,2020,Minas Gerais,Urbana,Total,77.3,96.4,98.4
399,2020,Minas Gerais,Urbana,Federal,96.3,100,99.7
400,2020,Minas Gerais,Urbana,Estadual,33.3,99.1,98.7
401,2020,Minas Gerais,Urbana,Municipal,84,96.1,99
402,2020,Minas Gerais,Urbana,Privada,61,90.8,96.5
403,2020,Minas Gerais,Urbana,Pública,84,97.7,98.8
404,2020,Minas Gerais,Rural,Total,84.9,91.2,94
405,2020,Minas Gerais,Rural,Federal,--,--,99.9
406,2020,Minas Gerais,Rural,Estadual,23.3,89.9,93.5
407,2020,Minas Gerais,Rural,Municipal,86,91.8,100
408,2020,Minas Gerais,Rural,Privada,79.7,72.3,76.8
409,2020,Minas Gerais,Rural,Pública,85,91.3,95
410,2020,Espírito Santo,Total,Total,97.5,98.4,99.7
411,2020,Espírito Santo,Total,Federal,100,--,99.8
412,2020,Espírito Santo,Total,Estadual,--,99.6,99.9
413,2020,Espírito Santo,Total,Municipal,98.3,98.5,100
414,2020,Espírito Santo,Total,Privada,90.7,96.2,99.1
415,2020,Espírito Santo,Total,Pública,98.3,98.8,99.8
416,2020,Espírito Santo,Urbana,Total,97.4,98.6,99.7
417,2020,Espírito Santo,Urbana,Federal,100,--,99.8
418,2020,Espírito Santo,Urbana,Estadual,--,99.9,99.8
419,2020,Espírito Santo,Urbana,Municipal,98.4,98.7,--
420,2020,Espírito Santo,Urbana,Privada,90.6,96.2,99.2
421,2020,Espírito Santo,Urbana,Pública,98.4,99,99.8
422,2020,Espírito Santo,Rural,Total,97.7,97.7,99.7
423,2020,Espírito Santo,Rural,Federal,--,--,100
424,2020,Espírito Santo,Rural,Estadual,--,97.3,100
425,2020,Espírito Santo,Rural,Municipal,97.7,97.8,100
426,2020,Espírito Santo,Rural,Privada,100,97.9,98.7
427,2020,Espírito Santo,Rural,Pública,97.7,97.7,100
428,2020,Rio de Janeiro,Total,Total,50.7,78.7,97.4
429,2020,Rio de Janeiro,Total,Federal,84.8,97.6,98.9
430,2020,Rio de Janeiro,Total,Estadual,81,99.4,99.5
431,2020,Rio de Janeiro,Total,Municipal,63.6,82.8,97.4
432,2020,Rio de Janeiro,Total,Privada,33.6,67.3,92.9
433,2020,Rio de Janeiro,Total,Pública,63.7,86.2,99.4
434,2020,Rio de Janeiro,Urbana,Total,50.5,79.1,97.3
435,2020,Rio de Janeiro,Urbana,Federal,84.8,97.6,98.8
436,2020,Rio de Janeiro,Urbana,Estadual,81,99.4,99.5
437,2020,Rio de Janeiro,Urbana,Municipal,64.7,84.2,97.4
438,2020,Rio de Janeiro,Urbana,Privada,33.6,67.4,92.9
439,2020,Rio de Janeiro,Urbana,Pública,64.8,87.4,99.4
440,2020,Rio de Janeiro,Rural,Total,53.6,74.1,99.2
441,2020,Rio de Janeiro,Rural,Federal,--,--,100
442,2020,Rio de Janeiro,Rural,Estadual,--,98.7,99.6
443,2020,Rio de Janeiro,Rural,Municipal,55.2,72,--
444,2020,Rio de Janeiro,Rural,Privada,29.5,60.8,92.9
445,2020,Rio de Janeiro,Rural,Pública,55.2,75,99.6
446,2020,São Paulo,Total,Total,93.2,97.6,99
447,2020,São Paulo,Total,Federal,100,--,99.2
448,2020,São Paulo,Total,Estadual,88.3,98,99.1
449,2020,São Paulo,Total,Municipal,96.2,98.2,99.7
450,2020,São Paulo,Total,Privada,88.8,96.3,98.6
451,2020,São Paulo,Total,Pública,96.2,98.1,99.1
452,2020,São Paulo,Urbana,Total,93.2,97.7,99
453,2020,São Paulo,Urbana,Federal,100,--,99.2
454,2020,São Paulo,Urbana,Estadual,95.7,98.1,99.1
455,2020,São Paulo,Urbana,Municipal,96.2,98.2,99.7
456,2020,São Paulo,Urbana,Privada,88.8,96.3,98.6
457,2020,São Paulo,Urbana,Pública,96.2,98.1,99.2
458,2020,São Paulo,Rural,Total,93.7,95.9,98.7
459,2020,São Paulo,Rural,Federal,100,--,--
460,2020,São Paulo,Rural,Estadual,37,95,98.6
461,2020,São Paulo,Rural,Municipal,94.9,96.3,100
462,2020,São Paulo,Rural,Privada,89.3,96.5,99.1
463,2020,São Paulo,Rural,Pública,94.2,95.8,98.7
464,2020,Paraná,Total,Total,83.8,96.5,99.1
465,2020,Paraná,Total,Federal,--,100,99.7
466,2020,Paraná,Total,Estadual,33.8,98.9,99.1
467,2020,Paraná,Total,Municipal,87,95.1,--
468,2020,Paraná,Total,Privada,72.4,93.3,98.8
469,2020,Paraná,Total,Pública,86.8,97,99.1
470,2020,Paraná,Urbana,Total,83.9,96.9,99.2
471,2020,Paraná,Urbana,Federal,--,100,99.7
472,2020,Paraná,Urbana,Estadual,94.7,99.4,99.3
473,2020,Paraná,Urbana,Municipal,87.1,95.6,--
474,2020,Paraná,Urbana,Privada,72.5,93.3,98.8
475,2020,Paraná,Urbana,Pública,87.1,97.6,99.3
476,2020,Paraná,Rural,Total,80.7,92.3,97.3
477,2020,Paraná,Rural,Federal,--,--,100
478,2020,Paraná,Rural,Estadual,24.4,94.3,97.3
479,2020,Paraná,Rural,Municipal,85.2,89.5,--
480,2020,Paraná,Rural,Privada,63.2,95,100
481,2020,Paraná,Rural,Pública,80.9,92.2,97.3
482,2020,Santa Catarina,Total,Total,89.2,93.4,92.7
483,2020,Santa Catarina,Total,Federal,100,100,99.7
484,2020,Santa Catarina,Total,Estadual,100,92.6,91.6
485,2020,Santa Catarina,Total,Municipal,93.7,95.4,100
486,2020,Santa Catarina,Total,Privada,67.8,88.7,94.8
487,2020,Santa Catarina,Total,Pública,93.7,94.2,92.2
488,2020,Santa Catarina,Urbana,Total,89.2,93.9,92.9
489,2020,Santa Catarina,Urbana,Federal,100,100,99.6
490,2020,Santa Catarina,Urbana,Estadual,100,93.2,91.9
491,2020,Santa Catarina,Urbana,Municipal,94.2,96.1,100
492,2020,Santa Catarina,Urbana,Privada,68,88.8,94.8
493,2020,Santa Catarina,Urbana,Pública,94.2,94.8,92.5
494,2020,Santa Catarina,Rural,Total,88.5,90.5,88.5
495,2020,Santa Catarina,Rural,Federal,--,--,100
496,2020,Santa Catarina,Rural,Estadual,--,86.6,86.2
497,2020,Santa Catarina,Rural,Municipal,89.3,92.2,100
498,2020,Santa Catarina,Rural,Privada,56.3,78.6,100
499,2020,Santa Catarina,Rural,Pública,89.3,90.5,88.2
500,2020,Rio Grande do Sul,Total,Total,71.5,93.7,97.4
501,2020,Rio Grande do Sul,Total,Federal,100,100,99.4
502,2020,Rio Grande do Sul,Total,Estadual,51.8,94.3,97.3
503,2020,Rio Grande do Sul,Total,Municipal,84.7,94,98.9
504,2020,Rio Grande do Sul,Total,Privada,45.7,91.1,96.9
505,2020,Rio Grande do Sul,Total,Pública,84.6,94.1,97.5
506,2020,Rio Grande do Sul,Urbana,Total,70.8,94,97.4
507,2020,Rio Grande do Sul,Urbana,Federal,100,100,99.4
508,2020,Rio Grande do Sul,Urbana,Estadual,62.5,94.5,97.3
509,2020,Rio Grande do Sul,Urbana,Municipal,84.8,94.4,98.5
510,2020,Rio Grande do Sul,Urbana,Privada,45.7,91.2,96.9
511,2020,Rio Grande do Sul,Urbana,Pública,84.8,94.5,97.5
512,2020,Rio Grande do Sul,Rural,Total,82.1,92.4,98
513,2020,Rio Grande do Sul,Rural,Federal,--,--,99.6
514,2020,Rio Grande do Sul,Rural,Estadual,44.4,92.6,97.2
515,2020,Rio Grande do Sul,Rural,Municipal,84,92.4,100
516,2020,Rio Grande do Sul,Rural,Privada,44.4,56.4,100
517,2020,Rio Grande do Sul,Rural,Pública,82.6,92.5,98
518,2020,Mato Grosso do Sul,Total,Total,94.1,96.5,98.9
519,2020,Mato Grosso do Sul,Total,Federal,--,100,99.5
520,2020,Mato Grosso do Sul,Total,Estadual,89.3,99.3,99.2
521,2020,Mato Grosso do Sul,Total,Municipal,95.7,95.5,100
522,2020,Mato Grosso do Sul,Total,Privada,85.1,94.3,97.4
523,2020,Mato Grosso do Sul,Total,Pública,95.6,96.9,99.2
524,2020,Mato Grosso do Sul,Urbana,Total,95.5,98.2,99.2
525,2020,Mato Grosso do Sul,Urbana,Federal,--,100,99.8
526,2020,Mato Grosso do Sul,Urbana,Estadual,89.3,99.3,99.5
527,2020,Mato Grosso do Sul,Urbana,Municipal,97.4,98.7,--
528,2020,Mato Grosso do Sul,Urbana,Privada,85.4,94.3,97.4
529,2020,Mato Grosso do Sul,Urbana,Pública,97.3,98.9,99.5
530,2020,Mato Grosso do Sul,Rural,Total,76.8,85.2,96.3
531,2020,Mato Grosso do Sul,Rural,Federal,--,--,98
532,2020,Mato Grosso do Sul,Rural,Estadual,--,98.8,95.9
533,2020,Mato Grosso do Sul,Rural,Municipal,77.2,81.6,100
534,2020,Mato Grosso do Sul,Rural,Privada,37.5,100,100
535,2020,Mato Grosso do Sul,Rural,Pública,77.2,85.1,96.2
536,2020,Mato Grosso,Total,Total,90.6,93.9,96
537,2020,Mato Grosso,Total,Federal,--,--,99.4
538,2020,Mato Grosso,Total,Estadual,100,96.3,96
539,2020,Mato Grosso,Total,Municipal,92.7,92.5,--
540,2020,Mato Grosso,Total,Privada,78.5,89.5,94.4
541,2020,Mato Grosso,Total,Pública,92.8,94.6,96.2
542,2020,Mato Grosso,Urbana,Total,91.7,97.2,98.4
543,2020,Mato Grosso,Urbana,Federal,--,--,99.2
544,2020,Mato Grosso,Urbana,Estadual,100,99.6,99.2
545,2020,Mato Grosso,Urbana,Municipal,94.2,97.8,--
546,2020,Mato Grosso,Urbana,Privada,78.6,89.5,94.5
547,2020,Mato Grosso,Urbana,Pública,94.3,98.8,99.2
548,2020,Mato Grosso,Rural,Total,78.6,79.7,87.2
549,2020,Mato Grosso,Rural,Federal,--,--,100
550,2020,Mato Grosso,Rural,Estadual,--,82.3,86.1
551,2020,Mato Grosso,Rural,Municipal,78.8,77.2,--
552,2020,Mato Grosso,Rural,Privada,60,85.7,88.9
553,2020,Mato Grosso,Rural,Pública,78.8,79.7,87.2
554,2020,Goiás,Total,Total,86.8,93.5,96.2
555,2020,Goiás,Total,Federal,100,100,98.6
556,2020,Goiás,Total,Estadual,100,96.5,97
557,2020,Goiás,Total,Municipal,89.3,95.1,93.5
558,2020,Goiás,Total,Privada,80,86.8,93.2
559,2020,Goiás,Total,Pública,89.3,95.6,97.1
560,2020,Goiás,Urbana,Total,87,94,96.4
561,2020,Goiás,Urbana,Federal,100,100,98.8
562,2020,Goiás,Urbana,Estadual,100,97.1,97.4
563,2020,Goiás,Urbana,Municipal,89.7,96.1,94.1
564,2020,Goiás,Urbana,Privada,80,86.8,93.2
565,2020,Goiás,Urbana,Pública,89.7,96.5,97.5
566,2020,Goiás,Rural,Total,80.5,86,90.5
567,2020,Goiás,Rural,Federal,--,--,98
568,2020,Goiás,Rural,Estadual,--,83.6,85.4
569,2020,Goiás,Rural,Municipal,80.6,86.5,92.3
570,2020,Goiás,Rural,Privada,76.5,86.4,92.4
571,2020,Goiás,Rural,Pública,80.6,86,90.3
572,2020,Distrito Federal,Total,Total,93.8,98,99.7
573,2020,Distrito Federal,Total,Federal,--,98.9,99.4
574,2020,Distrito Federal,Total,Estadual,98.5,98.7,99.8
575,2020,Distrito Federal,Total,Privada,90.7,96.7,99.7
576,2020,Distrito Federal,Total,Pública,98.5,98.7,99.7
577,2020,Distrito Federal,Urbana,Total,93.6,98,99.8
578,2020,Distrito Federal,Urbana,Federal,--,98.9,99.8
579,2020,Distrito Federal,Urbana,Estadual,98.5,98.7,99.8
580,2020,Distrito Federal,Urbana,Privada,90.6,96.8,99.8
581,2020,Distrito Federal,Urbana,Pública,98.5,98.7,99.8
582,2020,Distrito Federal,Rural,Total,98.5,98.8,97.5
583,2020,Distrito Federal,Rural,Federal,--,--,97.1
584,2020,Distrito Federal,Rural,Estadual,98.3,99.2,99.3
585,2020,Distrito Federal,Rural,Privada,100,87.5,85.7
586,2020,Distrito Federal,Rural,Pública,98.3,99.2,98.6
0,2021,Brasil,Total,Total,81,90.4,97
1,2021,Brasil,Total,Federal,92,98.3,99.1
2,2021,Brasil,Total,Estadual,82.4,96.2,97.3
3,2021,Brasil,Total,Municipal,84.8,89.7,95.2
4,2021,Brasil,Total,Privada,70.9,83.9,95.4
5,2021,Brasil,Total,Pública,84.8,92,97.4
6,2021,Brasil,Urbana,Total,82.1,92.5,97.3
7,2021,Brasil,Urbana,Federal,91.4,98.2,99.1
8,2021,Brasil,Urbana,Estadual,96.6,97.4,97.7
9,2021,Brasil,Urbana,Municipal,86.9,93.6,98.1
10,2021,Brasil,Urbana,Privada,71,84,95.5
11,2021,Brasil,Urbana,Pública,86.9,95.2,97.8
12,2021,Brasil,Rural,Total,71.2,79.3,92.5
13,2021,Brasil,Rural,Federal,100,100,98.9
14,2021,Brasil,Rural,Estadual,45,83.7,92.3
15,2021,Brasil,Rural,Municipal,71.9,78.6,81.7
16,2021,Brasil,Rural,Privada,59.3,73.5,87.8
17,2021,Brasil,Rural,Pública,71.5,79.4,92.7
18,2021,Norte,Total,Total,80.1,87.1,97.4
19,2021,Norte,Total,Federal,83.3,97.4,99.1
20,2021,Norte,Total,Estadual,25.8,93.1,97.4
21,2021,Norte,Total,Municipal,80.7,84.5,100
22,2021,Norte,Total,Privada,77.3,87.9,96.2
23,2021,Norte,Total,Pública,80.6,87,97.6
24,2021,Norte,Urbana,Total,86,94.7,99
25,2021,Norte,Urbana,Federal,83.3,97.4,99.3
26,2021,Norte,Urbana,Estadual,--,98.7,99.4
27,2021,Norte,Urbana,Municipal,87.9,94.4,100
28,2021,Norte,Urbana,Privada,77.3,87.8,96.6
29,2021,Norte,Urbana,Pública,87.9,96.1,99.4
30,2021,Norte,Rural,Total,64,73.6,90.4
31,2021,Norte,Rural,Federal,--,--,97.9
32,2021,Norte,Rural,Estadual,25.8,71.8,90.1
33,2021,Norte,Rural,Municipal,64.4,73.9,--
34,2021,Norte,Rural,Privada,68.4,89.8,87
35,2021,Norte,Rural,Pública,64,73.6,90.4
36,2021,Nordeste,Total,Total,70.4,82.1,95.4
37,2021,Nordeste,Total,Federal,100,99.3,98.7
38,2021,Nordeste,Total,Estadual,43.4,93.1,96.8
39,2021,Nordeste,Total,Municipal,75.1,83.8,72.4
40,2021,Nordeste,Total,Privada,55.3,72.5,90
41,2021,Nordeste,Total,Pública,75,84.8,96.8
42,2021,Nordeste,Urbana,Total,72.1,85.1,95.9
43,2021,Nordeste,Urbana,Federal,100,99.2,98.8
44,2021,Nordeste,Urbana,Estadual,78.9,97.8,97.5
45,2021,Nordeste,Urbana,Municipal,79.4,89.3,79.7
46,2021,Nordeste,Urbana,Privada,55.3,72.7,90.2
47,2021,Nordeste,Urbana,Pública,79.4,90.6,97.5
48,2021,Nordeste,Rural,Total,65.9,74.3,90
49,2021,Nordeste,Rural,Federal,--,100,98.5
50,2021,Nordeste,Rural,Estadual,39.1,63.4,90.2
51,2021,Nordeste,Rural,Municipal,66.6,74.9,68.1
52,2021,Nordeste,Rural,Privada,54.7,62.9,81.3
53,2021,Nordeste,Rural,Pública,66.3,74.4,90.6
54,2021,Sudeste,Total,Total,83.6,94.3,99
55,2021,Sudeste,Total,Federal,88.6,97.7,99.4
56,2021,Sudeste,Total,Estadual,73,98.8,99.6
57,2021,Sudeste,Total,Municipal,86.8,94.7,99.4
58,2021,Sudeste,Total,Privada,77.1,87.7,97.1
59,2021,Sudeste,Total,Pública,86.8,96.5,99.6
60,2021,Sudeste,Urbana,Total,83.6,94.5,99
61,2021,Sudeste,Urbana,Federal,87.2,97.7,99.4
62,2021,Sudeste,Urbana,Estadual,90.9,99,99.7
63,2021,Sudeste,Urbana,Municipal,86.9,95.2,99.4
64,2021,Sudeste,Urbana,Privada,77.1,87.8,97.1
65,2021,Sudeste,Urbana,Pública,87,96.9,99.7
66,2021,Sudeste,Rural,Total,82.5,91.1,97.7
67,2021,Sudeste,Rural,Federal,100,--,99.4
68,2021,Sudeste,Rural,Estadual,31.6,93,98
69,2021,Sudeste,Rural,Municipal,83.5,90.9,98.8
70,2021,Sudeste,Rural,Privada,69.3,81.4,91.5
71,2021,Sudeste,Rural,Pública,83.1,91.4,98.2
72,2021,Sul,Total,Total,83.3,94,94
73,2021,Sul,Total,Federal,100,100,99.3
74,2021,Sul,Total,Estadual,43.5,93.3,93.3
75,2021,Sul,Total,Municipal,90.3,95.4,99
76,2021,Sul,Total,Privada,60.3,91.7,97.3
77,2021,Sul,Total,Pública,90.2,94.3,93.6
78,2021,Sul,Urbana,Total,83,94.3,94.1
79,2021,Sul,Urbana,Federal,100,100,99.3
80,2021,Sul,Urbana,Estadual,75,93.7,93.3
81,2021,Sul,Urbana,Municipal,90.4,95.9,99.3
82,2021,Sul,Urbana,Privada,60.3,91.8,97.3
83,2021,Sul,Urbana,Pública,90.4,94.7,93.6
84,2021,Sul,Rural,Total,87.3,91.8,93.3
85,2021,Sul,Rural,Federal,--,--,99.4
86,2021,Sul,Rural,Estadual,30.6,90.6,92.6
87,2021,Sul,Rural,Municipal,89.2,93,98.4
88,2021,Sul,Rural,Privada,60.9,78,99.3
89,2021,Sul,Rural,Pública,87.7,91.9,93.2
90,2021,Centro-Oeste,Total,Total,91.4,95.7,97.8
91,2021,Centro-Oeste,Total,Federal,100,99.4,99.1
92,2021,Centro-Oeste,Total,Estadual,98.3,98.1,98.2
93,2021,Centro-Oeste,Total,Municipal,93.6,95.6,97
94,2021,Centro-Oeste,Total,Privada,84,91.1,95.8
95,2021,Centro-Oeste,Total,Pública,94,96.9,98.3
96,2021,Centro-Oeste,Urbana,Total,91.9,96.9,98.4
97,2021,Centro-Oeste,Urbana,Federal,100,99.4,99.2
98,2021,Centro-Oeste,Urbana,Estadual,98.3,99.2,99.2
99,2021,Centro-Oeste,Urbana,Municipal,94.5,98,97.9
100,2021,Centro-Oeste,Urbana,Privada,84.1,91.1,95.8
101,2021,Centro-Oeste,Urbana,Pública,94.8,98.6,99.2
102,2021,Centro-Oeste,Rural,Total,83.2,85.3,91.5
103,2021,Centro-Oeste,Rural,Federal,--,--,98.9
104,2021,Centro-Oeste,Rural,Estadual,97.5,88.5,90.2
105,2021,Centro-Oeste,Rural,Municipal,82.2,83.3,96.3
106,2021,Centro-Oeste,Rural,Privada,73.7,90.3,94.9
107,2021,Centro-Oeste,Rural,Pública,83.4,85.3,91.4
108,2021,Rondônia,Total,Total,93.2,94.9,98.8
109,2021,Rondônia,Total,Federal,--,--,97.8
110,2021,Rondônia,Total,Estadual,--,94.1,99.2
111,2021,Rondônia,Total,Municipal,94.7,96.2,--
112,2021,Rondônia,Total,Privada,86.3,92.7,96.6
113,2021,Rondônia,Total,Pública,94.7,95.2,99
114,2021,Rondônia,Urbana,Total,93.6,96.8,99.3
115,2021,Rondônia,Urbana,Federal,--,--,98.8
116,2021,Rondônia,Urbana,Estadual,--,98.7,99.5
117,2021,Rondônia,Urbana,Municipal,95.5,96.3,--
118,2021,Rondônia,Urbana,Privada,86.2,92.6,97.4
119,2021,Rondônia,Urbana,Pública,95.5,97.6,99.5
120,2021,Rondônia,Rural,Total,90.3,87.9,96.2
121,2021,Rondônia,Rural,Federal,--,--,95
122,2021,Rondônia,Rural,Estadual,--,59.9,97
123,2021,Rondônia,Rural,Municipal,90.2,96,--
124,2021,Rondônia,Rural,Privada,100,93.5,90.9
125,2021,Rondônia,Rural,Pública,90.2,87.8,96.7
126,2021,Acre,Total,Total,72,81,92.3
127,2021,Acre,Total,Federal,100,100,99.6
128,2021,Acre,Total,Estadual,8.6,87.7,91.1
129,2021,Acre,Total,Municipal,72.6,68.6,--
130,2021,Acre,Total,Privada,80.1,89.7,95.9
131,2021,Acre,Total,Pública,71.4,80.5,92
132,2021,Acre,Urbana,Total,91.3,95.9,98.3
133,2021,Acre,Urbana,Federal,100,100,99.6
134,2021,Acre,Urbana,Estadual,--,99,98.5
135,2021,Acre,Urbana,Municipal,92.5,91.4,--
136,2021,Acre,Urbana,Privada,80.1,89.7,95.9
137,2021,Acre,Urbana,Pública,92.5,96.6,98.6
138,2021,Acre,Rural,Total,31,59.3,79.3
139,2021,Acre,Rural,Estadual,8.6,68.3,79.3
140,2021,Acre,Rural,Municipal,32.3,49.4,--
141,2021,Acre,Rural,Pública,31,59.3,79.3
142,2021,Amazonas,Total,Total,75.8,82.3,97.6
143,2021,Amazonas,Total,Federal,--,94.6,99.4
144,2021,Amazonas,Total,Estadual,--,97.3,97.7
145,2021,Amazonas,Total,Municipal,75.6,75.1,--
146,2021,Amazonas,Total,Privada,77,85.8,95.7
147,2021,Amazonas,Total,Pública,75.6,82,97.8
148,2021,Amazonas,Urbana,Total,84.6,95.4,99
149,2021,Amazonas,Urbana,Federal,--,94.6,99.3
150,2021,Amazonas,Urbana,Estadual,--,99.3,99.4
151,2021,Amazonas,Urbana,Municipal,86,94.8,--
152,2021,Amazonas,Urbana,Privada,77,85.8,95.7
153,2021,Amazonas,Urbana,Pública,86,96.8,99.4
154,2021,Amazonas,Rural,Total,49.1,58,93.7
155,2021,Amazonas,Rural,Federal,--,--,100
156,2021,Amazonas,Rural,Estadual,--,81.9,93.6
157,2021,Amazonas,Rural,Municipal,49.1,55.6,--
158,2021,Amazonas,Rural,Privada,66.7,84.6,87.5
159,2021,Amazonas,Rural,Pública,49.1,58,93.8
160,2021,Roraima,Total,Total,85.4,80.1,83
161,2021,Roraima,Total,Federal,--,100,97.5
162,2021,Roraima,Total,Estadual,--,71.1,81.2
163,2021,Roraima,Total,Municipal,86.4,89.9,--
164,2021,Roraima,Total,Privada,77.7,86.5,90.5
165,2021,Roraima,Total,Pública,86.4,79.7,82.6
166,2021,Roraima,Urbana,Total,92.6,94.8,97
167,2021,Roraima,Urbana,Federal,--,100,97.7
168,2021,Roraima,Urbana,Estadual,--,96.6,97.1
169,2021,Roraima,Urbana,Municipal,95.3,95.2,--
170,2021,Roraima,Urbana,Privada,77.7,86.5,95.7
171,2021,Roraima,Urbana,Pública,95.3,95.9,97.1
172,2021,Roraima,Rural,Total,65.5,57.7,64.8
173,2021,Roraima,Rural,Federal,--,--,97
174,2021,Roraima,Rural,Estadual,--,50.6,62.9
175,2021,Roraima,Rural,Municipal,65.5,75.6,--
176,2021,Roraima,Rural,Privada,--,--,36.4
177,2021,Roraima,Rural,Pública,65.5,57.7,65.1
178,2021,Pará,Total,Total,81.3,89.2,99
179,2021,Pará,Total,Federal,80,97.4,99.7
180,2021,Pará,Total,Estadual,82.4,99.1,99.5
181,2021,Pará,Total,Municipal,82.5,87.8,100
182,2021,Pará,Total,Privada,74.5,87.5,96.8
183,2021,Pará,Total,Pública,82.5,89.4,99.5
184,2021,Pará,Urbana,Total,86.4,94.5,99.2
185,2021,Pará,Urbana,Federal,80,97.4,99.7
186,2021,Pará,Urbana,Estadual,--,99.7,99.8
187,2021,Pará,Urbana,Municipal,89.7,95.5,100
188,2021,Pará,Urbana,Privada,74.6,87.5,97
189,2021,Pará,Urbana,Pública,89.7,96.5,99.8
190,2021,Pará,Rural,Total,71.5,81.6,97.9
191,2021,Pará,Rural,Federal,--,--,100
192,2021,Pará,Rural,Estadual,82.4,95.4,98.1
193,2021,Pará,Rural,Municipal,71.5,81,--
194,2021,Pará,Rural,Privada,58.3,87,88.3
195,2021,Pará,Rural,Pública,71.5,81.5,98.2
196,2021,Amapá,Total,Total,74.3,86,98.3
197,2021,Amapá,Total,Federal,--,--,99
198,2021,Amapá,Total,Estadual,16.2,89.1,98.7
199,2021,Amapá,Total,Municipal,75.6,79.5,--
200,2021,Amapá,Total,Privada,77.1,91,95.6
201,2021,Amapá,Total,Pública,73.8,85.4,98.7
202,2021,Amapá,Urbana,Total,76.8,89.8,98.8
203,2021,Amapá,Urbana,Federal,--,--,99
204,2021,Amapá,Urbana,Estadual,--,94,99.3
205,2021,Amapá,Urbana,Municipal,76.7,83.2,--
206,2021,Amapá,Urbana,Privada,77.1,91.1,96.6
207,2021,Amapá,Urbana,Pública,76.7,89.6,99.2
208,2021,Amapá,Rural,Total,65.9,76.8,96
209,2021,Amapá,Rural,Estadual,16.2,79.9,96.7
210,2021,Amapá,Rural,Municipal,72.2,70.4,--
211,2021,Amapá,Rural,Privada,--,86.2,88.1
212,2021,Amapá,Rural,Pública,65.9,76.7,96.7
213,2021,Tocantins,Total,Total,79.5,89.8,97.2
214,2021,Tocantins,Total,Federal,--,--,99.3
215,2021,Tocantins,Total,Estadual,--,93.8,97.3
216,2021,Tocantins,Total,Municipal,79.1,87.7,--
217,2021,Tocantins,Total,Privada,82.2,87.4,94.8
218,2021,Tocantins,Total,Pública,79.1,90.1,97.5
219,2021,Tocantins,Urbana,Total,81.3,93.7,98.7
220,2021,Tocantins,Urbana,Federal,--,--,99.2
221,2021,Tocantins,Urbana,Estadual,--,99.2,99.3
222,2021,Tocantins,Urbana,Municipal,81.2,91.4,--
223,2021,Tocantins,Urbana,Privada,82.2,87.3,94.9
224,2021,Tocantins,Urbana,Pública,81.2,94.7,99.3
225,2021,Tocantins,Rural,Total,62.6,74.7,88.1
226,2021,Tocantins,Rural,Federal,--,--,100
227,2021,Tocantins,Rural,Estadual,--,69.9,86.3
228,2021,Tocantins,Rural,Municipal,62.5,76.7,--
229,2021,Tocantins,Rural,Privada,100,92.5,91.7
230,2021,Tocantins,Rural,Pública,62.5,74.4,88
231,2021,Maranhão,Total,Total,55.5,70.1,94.4
232,2021,Maranhão,Total,Federal,--,100,98.5
233,2021,Maranhão,Total,Estadual,--,64.2,95.6
234,2021,Maranhão,Total,Municipal,56.3,70.3,82.1
235,2021,Maranhão,Total,Privada,52,69.7,86
236,2021,Maranhão,Total,Pública,56.3,70.2,95.7
237,2021,Maranhão,Urbana,Total,61.6,79.8,95.9
238,2021,Maranhão,Urbana,Federal,--,100,99.2
239,2021,Maranhão,Urbana,Estadual,--,99.4,97.4
240,2021,Maranhão,Urbana,Municipal,64.4,81.7,89.8
241,2021,Maranhão,Urbana,Privada,53.1,70.2,86.5
242,2021,Maranhão,Urbana,Pública,64.4,82.2,97.5
243,2021,Maranhão,Rural,Total,44.9,57.6,88.6
244,2021,Maranhão,Rural,Federal,--,100,96.7
245,2021,Maranhão,Rural,Estadual,--,32.7,88.4
246,2021,Maranhão,Rural,Municipal,44.7,58.3,73.9
247,2021,Maranhão,Rural,Privada,46.9,60.4,83
248,2021,Maranhão,Rural,Pública,44.7,57.5,89.1
249,2021,Piauí,Total,Total,76.3,86.8,93.2
250,2021,Piauí,Total,Federal,--,--,99.7
251,2021,Piauí,Total,Estadual,--,93.1,92.4
252,2021,Piauí,Total,Municipal,77.4,86.5,50
