,year,region,location,adm,prim_0,sec_0
377,2020,Bahia,Total,Federal,17.5,30.1
378,2020,Bahia,Urbana,Federal,17.5,32.5
379,2020,Bahia,Rural,Federal,--,13.8
380,2020,Bahia,Total,Estadual,44.7,45.8
381,2020,Bahia,Urbana,Estadual,44.8,45.7
382,2020,Bahia,Rural,Estadual,44,47.9
383,2020,Bahia,Total,Municipal,28.6,45.6
384,2020,Bahia,Urbana,Municipal,28.5,43.8
385,2020,Bahia,Rural,Municipal,28.7,46.5
386,2020,Bahia,Total,Privada,6.5,10.8
387,2020,Bahia,Urbana,Privada,6.4,9.4
388,2020,Bahia,Rural,Privada,14,31.5
389,2020,Bahia,Total,Pública,29.9,45.4
390,2020,Bahia,Urbana,Pública,30.3,45.3
391,2020,Bahia,Rural,Pública,28.9,46.1
392,2020,Minas Gerais,Total,Total,10.2,23.9
393,2020,Minas Gerais,Urbana,Total,10.2,24
394,2020,Minas Gerais,Rural,Total,9.7,21.1
395,2020,Minas Gerais,Total,Federal,12.8,16.4
396,2020,Minas Gerais,Urbana,Federal,12.8,17.6
397,2020,Minas Gerais,Rural,Federal,--,12.2
398,2020,Minas Gerais,Total,Estadual,13.9,26.2
399,2020,Minas Gerais,Urbana,Estadual,13.9,26.2
400,2020,Minas Gerais,Rural,Estadual,13.2,24.7
401,2020,Minas Gerais,Total,Municipal,8.8,13.9
402,2020,Minas Gerais,Urbana,Municipal,8.8,13.5
403,2020,Minas Gerais,Rural,Municipal,8.7,24.4
404,2020,Minas Gerais,Total,Privada,2.8,7.1
405,2020,Minas Gerais,Urbana,Privada,2.8,6.8
406,2020,Minas Gerais,Rural,Privada,15.3,23.2
407,2020,Minas Gerais,Total,Pública,11.3,25.7
408,2020,Minas Gerais,Urbana,Pública,11.4,25.9
409,2020,Minas Gerais,Rural,Pública,9.7,21
410,2020,Espírito Santo,Total,Total,17.6,25.7
411,2020,Espírito Santo,Urbana,Total,17.6,25.9
412,2020,Espírito Santo,Rural,Total,17.8,21.7
413,2020,Espírito Santo,Total,Federal,--,18.9
414,2020,Espírito Santo,Urbana,Federal,--,18.6
415,2020,Espírito Santo,Rural,Federal,--,20.3
416,2020,Espírito Santo,Total,Estadual,24.6,28.8
417,2020,Espírito Santo,Urbana,Estadual,25.1,29
418,2020,Espírito Santo,Rural,Estadual,18,23
419,2020,Espírito Santo,Total,Municipal,18.4,18.8
420,2020,Espírito Santo,Urbana,Municipal,18.5,--
421,2020,Espírito Santo,Rural,Municipal,17.7,18.8
422,2020,Espírito Santo,Total,Privada,2.7,7.3
423,2020,Espírito Santo,Urbana,Privada,2.4,5.9
424,2020,Espírito Santo,Rural,Privada,23.2,21
425,2020,Espírito Santo,Total,Pública,19.8,28
426,2020,Espírito Santo,Urbana,Pública,20.1,28.3
427,2020,Espírito Santo,Rural,Pública,17.7,21.9
428,2020,Rio de Janeiro,Total,Total,21.2,35.4
429,2020,Rio de Janeiro,Urbana,Total,20.8,35.3
430,2020,Rio de Janeiro,Rural,Total,28.3,38.3
431,2020,Rio de Janeiro,Total,Federal,15.2,28.4
432,2020,Rio de Janeiro,Urbana,Federal,15.2,28.7
433,2020,Rio de Janeiro,Rural,Federal,--,22.9
434,2020,Rio de Janeiro,Total,Estadual,45,41.7
435,2020,Rio de Janeiro,Urbana,Estadual,45,41.7
436,2020,Rio de Janeiro,Rural,Estadual,44.6,40.7
437,2020,Rio de Janeiro,Total,Municipal,24.7,36.2
438,2020,Rio de Janeiro,Urbana,Municipal,24.4,36.2
439,2020,Rio de Janeiro,Rural,Municipal,28.3,--
440,2020,Rio de Janeiro,Total,Privada,7.6,11.1
441,2020,Rio de Janeiro,Urbana,Privada,7.6,11.1
442,2020,Rio de Janeiro,Rural,Privada,7.9,10.3
443,2020,Rio de Janeiro,Total,Pública,27.1,41.2
444,2020,Rio de Janeiro,Urbana,Pública,26.9,41.2
445,2020,Rio de Janeiro,Rural,Pública,29.6,39.8
446,2020,São Paulo,Total,Total,6.7,12.1
447,2020,São Paulo,Urbana,Total,6.7,12.1
448,2020,São Paulo,Rural,Total,7.6,8.7
449,2020,São Paulo,Total,Federal,--,5.1
450,2020,São Paulo,Urbana,Federal,--,5.1
451,2020,São Paulo,Total,Estadual,9.2,13.8
452,2020,São Paulo,Urbana,Estadual,9.2,13.9
453,2020,São Paulo,Rural,Estadual,11.8,8.8
454,2020,São Paulo,Total,Municipal,6.7,10.6
455,2020,São Paulo,Urbana,Municipal,6.7,10.6
456,2020,São Paulo,Rural,Municipal,6.3,14.8
457,2020,São Paulo,Total,Privada,2.2,4.1
458,2020,São Paulo,Urbana,Privada,2.2,4.1
459,2020,São Paulo,Rural,Privada,2.9,5.4
460,2020,São Paulo,Total,Pública,7.9,13.7
461,2020,São Paulo,Urbana,Pública,7.9,13.7
462,2020,São Paulo,Rural,Pública,7.9,8.9
463,2020,Paraná,Total,Total,10.4,18.9
464,2020,Paraná,Urbana,Total,10.3,18.9
465,2020,Paraná,Rural,Total,11.9,18.2
466,2020,Paraná,Total,Federal,13.1,6.4
467,2020,Paraná,Urbana,Federal,13.1,6.6
468,2020,Paraná,Rural,Federal,--,3.3
469,2020,Paraná,Total,Estadual,18,21.7
470,2020,Paraná,Urbana,Estadual,18,21.9
471,2020,Paraná,Rural,Estadual,17.8,18.8
472,2020,Paraná,Total,Municipal,6.6,--
473,2020,Paraná,Urbana,Municipal,6.5,--
474,2020,Paraná,Rural,Municipal,7.5,--
475,2020,Paraná,Total,Privada,1.6,3.5
476,2020,Paraná,Urbana,Privada,1.6,3.4
477,2020,Paraná,Rural,Privada,3.1,6.6
478,2020,Paraná,Total,Pública,11.8,21.4
479,2020,Paraná,Urbana,Pública,11.8,21.5
480,2020,Paraná,Rural,Pública,11.9,18.5
481,2020,Santa Catarina,Total,Total,12.4,22.9
482,2020,Santa Catarina,Urbana,Total,12.5,23
483,2020,Santa Catarina,Rural,Total,11.5,19.3
484,2020,Santa Catarina,Total,Federal,12.8,17.4
485,2020,Santa Catarina,Urbana,Federal,12.8,17.8
486,2020,Santa Catarina,Rural,Federal,--,12.9
487,2020,Santa Catarina,Total,Estadual,18.5,26
488,2020,Santa Catarina,Urbana,Estadual,18.6,26.2
489,2020,Santa Catarina,Rural,Estadual,17.3,21.3
490,2020,Santa Catarina,Total,Municipal,11,12.3
491,2020,Santa Catarina,Urbana,Municipal,11.2,6.8
492,2020,Santa Catarina,Rural,Municipal,9.2,26.1
493,2020,Santa Catarina,Total,Privada,2.7,4.5
494,2020,Santa Catarina,Urbana,Privada,2.7,4.5
495,2020,Santa Catarina,Rural,Privada,4.5,4.9
496,2020,Santa Catarina,Total,Pública,13.9,25.5
497,2020,Santa Catarina,Urbana,Pública,14.1,25.7
498,2020,Santa Catarina,Rural,Pública,11.6,20.1
499,2020,Rio Grande do Sul,Total,Total,18.7,30.4
500,2020,Rio Grande do Sul,Urbana,Total,18.6,30.3
501,2020,Rio Grande do Sul,Rural,Total,20.1,30.7
502,2020,Rio Grande do Sul,Total,Federal,18,24.8
503,2020,Rio Grande do Sul,Urbana,Federal,18,24.7
504,2020,Rio Grande do Sul,Rural,Federal,--,25.3
505,2020,Rio Grande do Sul,Total,Estadual,23.3,33.9
506,2020,Rio Grande do Sul,Urbana,Estadual,23.3,33.9
507,2020,Rio Grande do Sul,Rural,Estadual,23.8,32.6
508,2020,Rio Grande do Sul,Total,Municipal,19.5,43.9
509,2020,Rio Grande do Sul,Urbana,Municipal,19.7,44.4
510,2020,Rio Grande do Sul,Rural,Municipal,18.7,40
511,2020,Rio Grande do Sul,Total,Privada,3.3,7.2
512,2020,Rio Grande do Sul,Urbana,Privada,3.2,7.1
513,2020,Rio Grande do Sul,Rural,Privada,8.5,24.1
514,2020,Rio Grande do Sul,Total,Pública,21.1,33.5
515,2020,Rio Grande do Sul,Urbana,Pública,21.2,33.6
516,2020,Rio Grande do Sul,Rural,Pública,20.1,30.9
517,2020,Mato Grosso do Sul,Total,Total,20.3,27.8
518,2020,Mato Grosso do Sul,Urbana,Total,19,27.1
519,2020,Mato Grosso do Sul,Rural,Total,31.3,38.5
520,2020,Mato Grosso do Sul,Total,Federal,6.3,13.3
521,2020,Mato Grosso do Sul,Urbana,Federal,6.3,12.8
522,2020,Mato Grosso do Sul,Rural,Federal,--,14.6
523,2020,Mato Grosso do Sul,Total,Estadual,28.4,30.9
524,2020,Mato Grosso do Sul,Urbana,Estadual,28.4,30
525,2020,Mato Grosso do Sul,Rural,Estadual,27.8,42.9
526,2020,Mato Grosso do Sul,Total,Municipal,20.2,17.9
527,2020,Mato Grosso do Sul,Urbana,Municipal,18,--
528,2020,Mato Grosso do Sul,Rural,Municipal,32.4,17.9
529,2020,Mato Grosso do Sul,Total,Privada,2.2,5.5
530,2020,Mato Grosso do Sul,Urbana,Privada,2.2,4.7
531,2020,Mato Grosso do Sul,Rural,Privada,3.6,25.2
532,2020,Mato Grosso do Sul,Total,Pública,22.7,30.3
533,2020,Mato Grosso do Sul,Urbana,Pública,21.5,29.7
534,2020,Mato Grosso do Sul,Rural,Pública,31.7,39.3
535,2020,Mato Grosso,Total,Total,7.8,22.4
536,2020,Mato Grosso,Urbana,Total,7.3,21.5
537,2020,Mato Grosso,Rural,Total,11.1,31
538,2020,Mato Grosso,Total,Federal,--,13.1
539,2020,Mato Grosso,Urbana,Federal,--,13.7
540,2020,Mato Grosso,Rural,Federal,--,11.1
541,2020,Mato Grosso,Total,Estadual,10.3,25
542,2020,Mato Grosso,Urbana,Estadual,10,24
543,2020,Mato Grosso,Rural,Estadual,12.8,34.5
544,2020,Mato Grosso,Total,Municipal,6.8,--
545,2020,Mato Grosso,Urbana,Municipal,6.1,--
546,2020,Mato Grosso,Rural,Municipal,10.2,--
547,2020,Mato Grosso,Total,Privada,2.7,4.3
548,2020,Mato Grosso,Urbana,Privada,2.7,4.3
549,2020,Mato Grosso,Rural,Privada,8.5,16.7
550,2020,Mato Grosso,Total,Pública,8.5,24.2
551,2020,Mato Grosso,Urbana,Pública,8,23.4
552,2020,Mato Grosso,Rural,Pública,11.1,31
553,2020,Goiás,Total,Total,11.2,20.4
554,2020,Goiás,Urbana,Total,11.1,20.4
555,2020,Goiás,Rural,Total,15.7,21.8
556,2020,Goiás,Total,Federal,14.4,12.8
557,2020,Goiás,Urbana,Federal,14.4,12.7
558,2020,Goiás,Rural,Federal,--,12.9
559,2020,Goiás,Total,Estadual,18.2,22.8
560,2020,Goiás,Urbana,Estadual,18.2,22.7
561,2020,Goiás,Rural,Estadual,21.2,29.5
562,2020,Goiás,Total,Municipal,10.1,20.9
563,2020,Goiás,Urbana,Municipal,9.8,20.8
564,2020,Goiás,Rural,Municipal,14.8,21.6
565,2020,Goiás,Total,Privada,3.6,6.1
566,2020,Goiás,Urbana,Privada,3.5,5.9
567,2020,Goiás,Rural,Privada,10,12.8
568,2020,Goiás,Total,Pública,12.9,22.5
569,2020,Goiás,Urbana,Pública,12.8,22.4
570,2020,Goiás,Rural,Pública,15.8,23
571,2020,Distrito Federal,Total,Total,13.4,22.8
572,2020,Distrito Federal,Urbana,Total,13,22.5
573,2020,Distrito Federal,Rural,Total,19.7,32.2
574,2020,Distrito Federal,Total,Federal,6.2,14.8
575,2020,Distrito Federal,Urbana,Federal,6.2,13.7
576,2020,Distrito Federal,Rural,Federal,--,20.3
577,2020,Distrito Federal,Total,Estadual,17.1,28.4
578,2020,Distrito Federal,Urbana,Estadual,17,28.2
579,2020,Distrito Federal,Rural,Estadual,19.3,34.7
580,2020,Distrito Federal,Total,Privada,2.7,5.5
581,2020,Distrito Federal,Urbana,Privada,2.5,5.2
582,2020,Distrito Federal,Rural,Privada,28.2,38.7
583,2020,Distrito Federal,Total,Pública,17.1,27.8
584,2020,Distrito Federal,Urbana,Pública,16.9,27.6
585,2020,Distrito Federal,Rural,Pública,19.3,31.6
0,2021,Brasil,Total,Total,13.7,25.3
1,2021,Brasil,Urbana,Total,12.6,24.6
2,2021,Brasil,Rural,Total,21,37.7
3,2021,Brasil,Total,Federal,11.8,24.7
4,2021,Brasil,Urbana,Federal,11.8,25
5,2021,Brasil,Rural,Federal,7.3,23.1
6,2021,Brasil,Total,Estadual,15.9,28
7,2021,Brasil,Urbana,Estadual,15.3,27.4
8,2021,Brasil,Rural,Estadual,25.2,39.5
9,2021,Brasil,Total,Municipal,15.4,21.6
10,2021,Brasil,Urbana,Municipal,14.1,18.8
11,2021,Brasil,Rural,Municipal,20.7,44.4
12,2021,Brasil,Total,Privada,4.4,6.3
13,2021,Brasil,Urbana,Privada,4.4,6
14,2021,Brasil,Rural,Privada,9,23.2
15,2021,Brasil,Total,Pública,15.6,27.9
16,2021,Brasil,Urbana,Pública,14.5,27.3
17,2021,Brasil,Rural,Pública,21.2,38.2
18,2021,Norte,Total,Total,20.9,38
19,2021,Norte,Urbana,Total,17.2,35.9
20,2021,Norte,Rural,Total,30.7,52.3
21,2021,Norte,Total,Federal,7.9,25.3
22,2021,Norte,Urbana,Federal,7.9,25.6
23,2021,Norte,Rural,Federal,--,23.1
24,2021,Norte,Total,Estadual,22.7,40.4
25,2021,Norte,Urbana,Estadual,20.4,38.4
26,2021,Norte,Rural,Estadual,37.5,53.6
27,2021,Norte,Total,Municipal,22.3,30.7
28,2021,Norte,Urbana,Municipal,17.9,30.7
29,2021,Norte,Rural,Municipal,29.8,--
30,2021,Norte,Total,Privada,4.6,7.6
31,2021,Norte,Urbana,Privada,4.6,6.9
32,2021,Norte,Rural,Privada,8.6,25.7
33,2021,Norte,Total,Pública,22.4,40
34,2021,Norte,Urbana,Pública,18.8,38
35,2021,Norte,Rural,Pública,30.8,52.7
36,2021,Nordeste,Total,Total,18.3,32.8
37,2021,Nordeste,Urbana,Total,17.8,32.3
38,2021,Nordeste,Rural,Total,20,38.8
39,2021,Nordeste,Total,Federal,12.8,27.4
40,2021,Nordeste,Urbana,Federal,13.1,27.7
41,2021,Nordeste,Rural,Federal,7.3,24.8
42,2021,Nordeste,Total,Estadual,30.2,35.6
43,2021,Nordeste,Urbana,Estadual,29.7,35.3
44,2021,Nordeste,Rural,Estadual,35.1,39.5
45,2021,Nordeste,Total,Municipal,19.8,55.4
46,2021,Nordeste,Urbana,Municipal,19.9,59.7
47,2021,Nordeste,Rural,Municipal,19.6,52.6
48,2021,Nordeste,Total,Privada,6.8,8.6
49,2021,Nordeste,Urbana,Privada,6.8,7.9
50,2021,Nordeste,Rural,Privada,10.7,35.6
51,2021,Nordeste,Total,Pública,20.7,35.3
52,2021,Nordeste,Urbana,Pública,21,35
53,2021,Nordeste,Rural,Pública,20,38.9
54,2021,Sudeste,Total,Total,9.4,18.3
55,2021,Sudeste,Urbana,Total,9.2,18.2
56,2021,Sudeste,Rural,Total,13,22.5
57,2021,Sudeste,Total,Federal,13,19.9
58,2021,Sudeste,Urbana,Federal,13,19.9
59,2021,Sudeste,Rural,Federal,--,20.2
60,2021,Sudeste,Total,Estadual,11.2,20.6
61,2021,Sudeste,Urbana,Estadual,11.1,20.5
62,2021,Sudeste,Rural,Estadual,14.8,23.7
63,2021,Sudeste,Total,Municipal,10.5,13.7
64,2021,Sudeste,Urbana,Municipal,10.3,13.6
65,2021,Sudeste,Rural,Municipal,12.9,18.1
66,2021,Sudeste,Total,Privada,3.5,5.9
67,2021,Sudeste,Urbana,Privada,3.5,5.8
68,2021,Sudeste,Rural,Privada,6.8,14.5
69,2021,Sudeste,Total,Pública,10.7,20.5
70,2021,Sudeste,Urbana,Pública,10.6,20.4
71,2021,Sudeste,Rural,Pública,13.2,23.2
72,2021,Sul,Total,Total,11.6,21.2
73,2021,Sul,Urbana,Total,11.5,21.2
74,2021,Sul,Rural,Total,13,23.1
75,2021,Sul,Total,Federal,14.2,31.5
76,2021,Sul,Urbana,Federal,14.2,32.1
77,2021,Sul,Rural,Federal,--,27.7
78,2021,Sul,Total,Estadual,16.8,23.4
79,2021,Sul,Urbana,Estadual,16.7,23.5
80,2021,Sul,Rural,Estadual,17.8,22.8
81,2021,Sul,Total,Municipal,10.5,42.8
82,2021,Sul,Urbana,Municipal,10.5,44
83,2021,Sul,Rural,Municipal,10.9,36.2
84,2021,Sul,Total,Privada,2.3,4.3
85,2021,Sul,Urbana,Privada,2.3,4.3
86,2021,Sul,Rural,Privada,3.3,10.6
87,2021,Sul,Total,Pública,13.1,23.9
88,2021,Sul,Urbana,Pública,13.1,23.9
89,2021,Sul,Rural,Pública,13.1,23.6
90,2021,Centro-Oeste,Total,Total,11.3,22.3
91,2021,Centro-Oeste,Urbana,Total,10.9,21.8
92,2021,Centro-Oeste,Rural,Total,17.2,32.4
93,2021,Centro-Oeste,Total,Federal,7.3,17.6
94,2021,Centro-Oeste,Urbana,Federal,7.3,16.8
95,2021,Centro-Oeste,Rural,Federal,--,20.3
96,2021,Centro-Oeste,Total,Estadual,16,25.1
97,2021,Centro-Oeste,Urbana,Estadual,16,24.6
98,2021,Centro-Oeste,Rural,Estadual,17.1,36
99,2021,Centro-Oeste,Total,Municipal,10.3,24.9
100,2021,Centro-Oeste,Urbana,Municipal,9.4,26.3
101,2021,Centro-Oeste,Rural,Municipal,17.3,20.9
102,2021,Centro-Oeste,Total,Privada,3.1,5
103,2021,Centro-Oeste,Urbana,Privada,3,4.7
104,2021,Centro-Oeste,Rural,Privada,12.8,18.9
105,2021,Centro-Oeste,Total,Pública,12.9,24.8
106,2021,Centro-Oeste,Urbana,Pública,12.5,24.3
107,2021,Centro-Oeste,Rural,Pública,17.2,33.1
108,2021,Rondônia,Total,Total,13.3,26.4
109,2021,Rondônia,Urbana,Total,11.9,26
110,2021,Rondônia,Rural,Total,20.8,32.3
111,2021,Rondônia,Total,Federal,--,17.9
112,2021,Rondônia,Urbana,Federal,--,16.7
113,2021,Rondônia,Rural,Federal,--,21
114,2021,Rondônia,Total,Estadual,19.7,28.3
115,2021,Rondônia,Urbana,Estadual,17.8,27.7
116,2021,Rondônia,Rural,Estadual,49.7,44.5
117,2021,Rondônia,Total,Municipal,9.3,--
118,2021,Rondônia,Urbana,Municipal,7.5,--
119,2021,Rondônia,Rural,Municipal,15,--
120,2021,Rondônia,Total,Privada,2.3,7.6
121,2021,Rondônia,Urbana,Privada,2.1,5.4
122,2021,Rondônia,Rural,Privada,5.5,17.6
123,2021,Rondônia,Total,Pública,14.4,27.6
124,2021,Rondônia,Urbana,Pública,13,27.1
125,2021,Rondônia,Rural,Pública,21.6,35.6
126,2021,Acre,Total,Total,22.4,30.7
127,2021,Acre,Urbana,Total,14.8,26.4
128,2021,Acre,Rural,Total,37.9,50.7
129,2021,Acre,Total,Federal,12.1,12.4
130,2021,Acre,Urbana,Federal,12.1,12.4
131,2021,Acre,Total,Estadual,23.9,32.8
132,2021,Acre,Urbana,Estadual,16,28.4
133,2021,Acre,Rural,Estadual,44.1,50.7
134,2021,Acre,Total,Municipal,22.6,--
135,2021,Acre,Urbana,Municipal,15.1,--
136,2021,Acre,Rural,Municipal,31.8,--
137,2021,Acre,Total,Privada,2.3,4.9
138,2021,Acre,Urbana,Privada,2.3,4.9
139,2021,Acre,Total,Pública,23.4,31.9
140,2021,Acre,Urbana,Pública,15.7,27.6
141,2021,Acre,Rural,Pública,37.9,50.7
142,2021,Amazonas,Total,Total,17.8,35.5
143,2021,Amazonas,Urbana,Total,14.3,30.8
144,2021,Amazonas,Rural,Total,28.2,58.3
145,2021,Amazonas,Total,Federal,7.3,16
146,2021,Amazonas,Urbana,Federal,7.3,16
147,2021,Amazonas,Rural,Federal,--,15.9
148,2021,Amazonas,Total,Estadual,14.8,37.3
149,2021,Amazonas,Urbana,Estadual,13.9,32.5
150,2021,Amazonas,Rural,Estadual,30.5,59.2
151,2021,Amazonas,Total,Municipal,20.5,--
152,2021,Amazonas,Urbana,Municipal,16.2,--
153,2021,Amazonas,Rural,Municipal,28.1,--
154,2021,Amazonas,Total,Privada,4.6,7.1
155,2021,Amazonas,Urbana,Privada,4.6,7
156,2021,Amazonas,Rural,Privada,11.6,13.3
157,2021,Amazonas,Total,Pública,18.7,36.7
158,2021,Amazonas,Urbana,Pública,15.3,32
159,2021,Amazonas,Rural,Pública,28.2,58.4
160,2021,Roraima,Total,Total,17,28.6
161,2021,Roraima,Urbana,Total,15.1,26
162,2021,Roraima,Rural,Total,22.5,39
163,2021,Roraima,Total,Federal,5.2,37
164,2021,Roraima,Urbana,Federal,5.2,37.8
165,2021,Roraima,Rural,Federal,--,33.5
166,2021,Roraima,Total,Estadual,22.5,29.2
167,2021,Roraima,Urbana,Estadual,20.1,26.6
168,2021,Roraima,Rural,Estadual,26.5,39.1
169,2021,Roraima,Total,Municipal,14,--
170,2021,Roraima,Urbana,Municipal,13.6,--
171,2021,Roraima,Rural,Municipal,15.6,--
172,2021,Roraima,Total,Privada,3,7.5
173,2021,Roraima,Urbana,Privada,3,6.6
174,2021,Roraima,Rural,Privada,--,70.6
175,2021,Roraima,Total,Pública,18,29.6
176,2021,Roraima,Urbana,Pública,16.3,27.1
177,2021,Roraima,Rural,Pública,22.5,38.9
178,2021,Pará,Total,Total,25,44.7
179,2021,Pará,Urbana,Total,21.2,43.7
180,2021,Pará,Rural,Total,32.5,52.4
181,2021,Pará,Total,Federal,7.9,36.2
182,2021,Pará,Urbana,Federal,7.9,35.5
183,2021,Pará,Rural,Federal,--,56.8
184,2021,Pará,Total,Estadual,30.1,47.8
185,2021,Pará,Urbana,Estadual,29.3,47.1
186,2021,Pará,Rural,Estadual,39,52.6
187,2021,Pará,Total,Municipal,26.4,30.7
188,2021,Pará,Urbana,Municipal,22.2,30.7
189,2021,Pará,Rural,Municipal,32.3,--
190,2021,Pará,Total,Privada,5.7,8.1
191,2021,Pará,Urbana,Privada,5.7,7.6
192,2021,Pará,Rural,Privada,9.9,32.2
193,2021,Pará,Total,Pública,26.9,47.6
194,2021,Pará,Urbana,Pública,23.6,46.8
195,2021,Pará,Rural,Pública,32.5,52.7
196,2021,Amapá,Total,Total,24,38.2
197,2021,Amapá,Urbana,Total,21.2,35.5
198,2021,Amapá,Rural,Total,34.3,53.2
199,2021,Amapá,Total,Federal,--,48.9
200,2021,Amapá,Urbana,Federal,--,48.9
201,2021,Amapá,Total,Estadual,32,40.1
202,2021,Amapá,Urbana,Estadual,28.6,37.5
203,2021,Amapá,Rural,Estadual,41.8,52.8
204,2021,Amapá,Total,Municipal,17.2,--
205,2021,Amapá,Urbana,Municipal,16.6,--
206,2021,Amapá,Rural,Municipal,19.7,--
207,2021,Amapá,Total,Privada,3.4,9.4
208,2021,Amapá,Urbana,Privada,2.6,4.5
209,2021,Amapá,Rural,Privada,63.2,63.8
210,2021,Amapá,Total,Pública,25.9,40.5
211,2021,Amapá,Urbana,Pública,23.4,38.2
212,2021,Amapá,Rural,Pública,34.1,52.8
213,2021,Tocantins,Total,Total,13,26.9
214,2021,Tocantins,Urbana,Total,12.1,25.6
215,2021,Tocantins,Rural,Total,19.4,40.4
216,2021,Tocantins,Total,Federal,--,17.4
217,2021,Tocantins,Urbana,Federal,--,16.6
218,2021,Tocantins,Rural,Federal,--,19.8
219,2021,Tocantins,Total,Estadual,22.1,28.7
220,2021,Tocantins,Urbana,Estadual,21.3,27.3
221,2021,Tocantins,Rural,Estadual,28.4,45.8
222,2021,Tocantins,Total,Municipal,9.1,--
223,2021,Tocantins,Urbana,Municipal,7.9,--
224,2021,Tocantins,Rural,Municipal,16,--
225,2021,Tocantins,Total,Privada,3.1,5.7
226,2021,Tocantins,Urbana,Privada,3.2,5.5
227,2021,Tocantins,Rural,Privada,1.1,9.3
228,2021,Tocantins,Total,Pública,14,28.2
229,2021,Tocantins,Urbana,Pública,13,26.9
230,2021,Tocantins,Rural,Pública,19.8,41.9
231,2021,Maranhão,Total,Total,18.3,27.2
232,2021,Maranhão,Urbana,Total,16.5,25.1
233,2021,Maranhão,Rural,Total,21.2,39.4
234,2021,Maranhão,Total,Federal,20.4,22.3
235,2021,Maranhão,Urbana,Federal,25.4,23.4
236,2021,Maranhão,Rural,Federal,7.3,18.7
237,2021,Maranhão,Total,Estadual,36.3,28.1
238,2021,Maranhão,Urbana,Estadual,15.1,26.1
239,2021,Maranhão,Rural,Estadual,61.7,40.1
240,2021,Maranhão,Total,Municipal,19.4,78.9
241,2021,Maranhão,Urbana,Municipal,18.8,82.3
242,2021,Maranhão,Rural,Municipal,20.3,73.4
243,2021,Maranhão,Total,Privada,5.7,12.7
244,2021,Maranhão,Urbana,Privada,5.6,8.7
245,2021,Maranhão,Rural,Privada,7.5,47
246,2021,Maranhão,Total,Pública,19.8,28.1
247,2021,Maranhão,Urbana,Pública,18.7,26.2
248,2021,Maranhão,Rural,Pública,21.4,39.1
249,2021,Piauí,Total,Total,19,33.8
250,2021,Piauí,Urbana,Total,17.8,32.7
251,2021,Piauí,Rural,Total,22.7,50.9
252,2021,Piauí,Total,Federal,--,18.5
253,2021,Piauí,Urbana,Federal,--,17.9
254,2021,Piauí,Rural,Federal,--,24.7
255,2021,Piauí,Total,Estadual,29.6,37.3
256,2021,Piauí,Urbana,Estadual,29.4,36.2
257,2021,Piauí,Rural,Estadual,46.8,53.5
258,2021,Piauí,Total,Municipal,19.9,46.9
259,2021,Piauí,Urbana,Municipal,18.7,41.9
260,2021,Piauí,Rural,Municipal,22.6,58.7
261,2021,Piauí,Total,Privada,7.7,12.5
262,2021,Piauí,Urbana,Privada,7.7,12.4
263,2021,Piauí,Rural,Privada,5.9,23.5
264,2021,Piauí,Total,Pública,20.7,36.2
265,2021,Piauí,Urbana,Pública,19.9,35.2
266,2021,Piauí,Rural,Pública,22.7,51.1
267,2021,Ceará,Total,Total,9.4,21
268,2021,Ceará,Urbana,Total,9.7,21.1
269,2021,Ceará,Rural,Total,8.4,19.3
270,2021,Ceará,Total,Federal,15.9,23.6
271,2021,Ceará,Urbana,Federal,15.9,23.1
272,2021,Ceará,Rural,Federal,--,29.3
273,2021,Ceará,Total,Estadual,20.3,22.3
274,2021,Ceará,Urbana,Estadual,20.9,22.5
275,2021,Ceará,Rural,Estadual,18.5,19
276,2021,Ceará,Total,Municipal,10.1,--
277,2021,Ceará,Urbana,Municipal,10.7,--
278,2021,Ceará,Rural,Municipal,8.2,--
279,2021,Ceará,Total,Privada,5.6,6.4
280,2021,Ceará,Urbana,Privada,5.7,6.3
281,2021,Ceará,Rural,Privada,2.1,45.1
282,2021,Ceará,Total,Pública,10.3,22.3
283,2021,Ceará,Urbana,Pública,10.9,22.5
284,2021,Ceará,Rural,Pública,8.4,19.2
285,2021,Rio Grande do Norte,Total,Total,19.7,39.8
286,2021,Rio Grande do Norte,Urbana,Total,19.4,39.5
287,2021,Rio Grande do Norte,Rural,Total,21,47.6
288,2021,Rio Grande do Norte,Total,Federal,0.4,23.9
289,2021,Rio Grande do Norte,Urbana,Federal,0.4,23.6
290,2021,Rio Grande do Norte,Rural,Federal,--,26.5
291,2021,Rio Grande do Norte,Total,Estadual,28.3,46.6
292,2021,Rio Grande do Norte,Urbana,Estadual,28.2,46.3
293,2021,Rio Grande do Norte,Rural,Estadual,29.5,55.6
294,2021,Rio Grande do Norte,Total,Municipal,21.5,--
295,2021,Rio Grande do Norte,Urbana,Municipal,21.8,--
296,2021,Rio Grande do Norte,Rural,Municipal,20.5,--
297,2021,Rio Grande do Norte,Total,Privada,7,7.9
298,2021,Rio Grande do Norte,Urbana,Privada,7,7.9
299,2021,Rio Grande do Norte,Rural,Privada,8.6,11.8
300,2021,Rio Grande do Norte,Total,Pública,23.1,44.1
301,2021,Rio Grande do Norte,Urbana,Pública,23.6,44
302,2021,Rio Grande do Norte,Rural,Pública,21.1,47.9
303,2021,Paraíba,Total,Total,19.9,31.1
304,2021,Paraíba,Urbana,Total,20,30.7
305,2021,Paraíba,Rural,Total,19.5,40.3
