,year,region,location,adm,prim_1,sec_1,prim_2,sec_2,prim_3,sec_3
577,2019,Distrito Federal,Total,Estadual,92.2,82.9,6.7,12.2,1.1,4.9
578,2019,Distrito Federal,Urbana,Estadual,92.2,82.7,6.8,12.3,1,5
579,2019,Distrito Federal,Rural,Estadual,92.8,88.3,6.5,8.5,0.7,3.2
580,2019,Distrito Federal,Total,Privada,98.8,96.4,1.2,3.6,0,0
581,2019,Distrito Federal,Urbana,Privada,98.8,96.3,1.2,3.6,0,0.1
582,2019,Distrito Federal,Rural,Privada,97.6,98.1,2.4,1.9,0,0
583,2019,Distrito Federal,Total,Pública,92.2,83.1,6.7,12.2,1.1,4.7
584,2019,Distrito Federal,Urbana,Pública,92.2,83,6.7,12.2,1.1,4.8
585,2019,Distrito Federal,Rural,Pública,92.8,85.8,6.5,11.4,0.7,2.8
0,2020,Brasil,Total,Total,98.2,95,0.8,2.7,1,2.3
1,2020,Brasil,Urbana,Total,98.2,95,0.8,2.7,1,2.3
2,2020,Brasil,Rural,Total,98.1,95,0.7,2.6,1.2,2.4
3,2020,Brasil,Total,Federal,99.2,88.2,0.8,10,0,1.8
4,2020,Brasil,Urbana,Federal,99.2,89.2,0.8,9.1,0,1.7
5,2020,Brasil,Rural,Federal,100,82.5,0,15.2,0,2.3
6,2020,Brasil,Total,Estadual,97.7,94.6,1.3,2.8,1,2.6
7,2020,Brasil,Urbana,Estadual,97.7,94.5,1.3,2.9,1,2.6
8,2020,Brasil,Rural,Estadual,97,96,1.1,1.6,1.9,2.4
9,2020,Brasil,Total,Municipal,98.6,97.2,0.6,1.3,0.8,1.5
10,2020,Brasil,Urbana,Municipal,98.8,97.4,0.6,1.3,0.6,1.3
11,2020,Brasil,Rural,Municipal,98.2,96,0.6,1.2,1.2,2.8
12,2020,Brasil,Total,Privada,97.3,98.8,0.7,0.7,2,0.5
13,2020,Brasil,Urbana,Privada,97.3,98.9,0.7,0.7,2,0.4
14,2020,Brasil,Rural,Privada,96.4,93.8,1.7,2,1.9,4.2
15,2020,Brasil,Total,Pública,98.4,94.4,0.8,3,0.8,2.6
16,2020,Brasil,Urbana,Pública,98.4,94.4,0.8,3.1,0.8,2.5
17,2020,Brasil,Rural,Pública,98.1,95.1,0.7,2.6,1.2,2.3
18,2020,Norte,Total,Total,97.8,96.9,0.8,2,1.4,1.1
19,2020,Norte,Urbana,Total,98.1,96.9,0.8,2.1,1.1,1
20,2020,Norte,Rural,Total,97,96.9,0.8,1.5,2.2,1.6
21,2020,Norte,Total,Federal,99.6,88.3,0.4,11,0,0.7
22,2020,Norte,Urbana,Federal,99.6,89.5,0.4,9.7,0,0.8
23,2020,Norte,Rural,Federal,--,81.9,--,17.6,--,0.5
24,2020,Norte,Total,Estadual,97.6,97,1.2,1.8,1.2,1.2
25,2020,Norte,Urbana,Estadual,98.1,97,1.2,1.9,0.7,1.1
26,2020,Norte,Rural,Estadual,94.1,97.5,1,1,4.9,1.5
27,2020,Norte,Total,Municipal,98,97.6,0.7,0,1.3,2.4
28,2020,Norte,Urbana,Municipal,98.4,97.6,0.6,0,1,2.4
29,2020,Norte,Rural,Municipal,97.4,--,0.8,--,1.8,--
30,2020,Norte,Total,Privada,96.6,98.1,0.6,0.8,2.8,1.1
31,2020,Norte,Urbana,Privada,96.5,98.3,0.6,0.8,2.9,0.9
32,2020,Norte,Rural,Privada,97.2,94.3,1.8,0.8,1,4.9
33,2020,Norte,Total,Pública,97.9,96.8,0.8,2.1,1.3,1.1
34,2020,Norte,Urbana,Pública,98.3,96.8,0.8,2.2,0.9,1
35,2020,Norte,Rural,Pública,97,97,0.8,1.6,2.2,1.4
36,2020,Nordeste,Total,Total,97.8,97,0.5,0.8,1.7,2.2
37,2020,Nordeste,Urbana,Total,97.6,97.2,0.5,0.8,1.9,2
38,2020,Nordeste,Rural,Total,98.3,95.3,0.6,1.5,1.1,3.2
39,2020,Nordeste,Total,Federal,99.4,85.3,0.4,11.7,0.2,3
40,2020,Nordeste,Urbana,Federal,99.4,85.9,0.4,11,0.2,3.1
41,2020,Nordeste,Rural,Federal,100,80.9,0,16,0,3.1
42,2020,Nordeste,Total,Estadual,99,97.3,0.2,0.4,0.8,2.3
43,2020,Nordeste,Urbana,Estadual,99.1,97.4,0.1,0.4,0.8,2.2
44,2020,Nordeste,Rural,Estadual,97.8,96.3,1,0.6,1.2,3.1
45,2020,Nordeste,Total,Municipal,98.4,93.2,0.5,1.3,1.1,5.5
46,2020,Nordeste,Urbana,Municipal,98.4,90,0.5,1.7,1.1,8.3
47,2020,Nordeste,Rural,Municipal,98.4,96,0.5,1,1.1,3
48,2020,Nordeste,Total,Privada,94.5,98.1,0.9,0.8,4.6,1.1
49,2020,Nordeste,Urbana,Privada,94.5,98.3,0.9,0.7,4.6,1
50,2020,Nordeste,Rural,Privada,94.5,91.1,2.4,3.3,3.1,5.6
51,2020,Nordeste,Total,Pública,98.5,96.9,0.4,0.8,1.1,2.3
52,2020,Nordeste,Urbana,Pública,98.5,97,0.4,0.8,1.1,2.2
53,2020,Nordeste,Rural,Pública,98.4,95.4,0.5,1.4,1.1,3.2
54,2020,Sudeste,Total,Total,98.6,94.8,0.6,3,0.8,2.2
55,2020,Sudeste,Urbana,Total,98.6,94.8,0.6,2.9,0.8,2.3
56,2020,Sudeste,Rural,Total,98.7,94.2,0.5,4.1,0.8,1.7
57,2020,Sudeste,Total,Federal,99.1,92,0.8,7.1,0.1,0.9
58,2020,Sudeste,Urbana,Federal,99.1,92.7,0.8,6.4,0.1,0.9
59,2020,Sudeste,Rural,Federal,--,86.7,--,12.1,--,1.2
60,2020,Sudeste,Total,Estadual,97.9,94,0.8,3.4,1.3,2.6
61,2020,Sudeste,Urbana,Estadual,97.9,94,0.8,3.4,1.3,2.6
62,2020,Sudeste,Rural,Estadual,98.5,94.9,0.6,3.6,0.9,1.5
63,2020,Sudeste,Total,Municipal,99.2,98.1,0.4,1.2,0.4,0.7
64,2020,Sudeste,Urbana,Municipal,99.2,98.1,0.3,1.2,0.5,0.7
65,2020,Sudeste,Rural,Municipal,98.8,98.7,0.4,0.5,0.8,0.8
66,2020,Sudeste,Total,Privada,98.6,99.1,0.7,0.6,0.7,0.3
67,2020,Sudeste,Urbana,Privada,98.6,99.2,0.7,0.6,0.7,0.2
68,2020,Sudeste,Rural,Privada,98,95.7,1.1,1,0.9,3.3
69,2020,Sudeste,Total,Pública,98.7,94,0.5,3.4,0.8,2.6
70,2020,Sudeste,Urbana,Pública,98.7,94,0.5,3.4,0.8,2.6
71,2020,Sudeste,Rural,Pública,98.7,94.1,0.4,4.4,0.9,1.5
72,2020,Sul,Total,Total,98.2,91,1.4,4.8,0.4,4.2
73,2020,Sul,Urbana,Total,98.2,90.9,1.4,4.8,0.4,4.3
74,2020,Sul,Rural,Total,98.7,92.9,0.9,3.8,0.4,3.3
75,2020,Sul,Total,Federal,98.1,88,1.8,10.8,0.1,1.2
76,2020,Sul,Urbana,Federal,98.1,88.5,1.8,10.2,0.1,1.3
77,2020,Sul,Rural,Federal,--,85.7,--,13.5,--,0.8
78,2020,Sul,Total,Estadual,96.9,89.8,2.4,5.2,0.7,5
79,2020,Sul,Urbana,Estadual,96.8,89.7,2.5,5.3,0.7,5
80,2020,Sul,Rural,Estadual,98.2,93.7,1.2,2.7,0.6,3.6
81,2020,Sul,Total,Municipal,98.9,96.5,0.9,0.6,0.2,2.9
82,2020,Sul,Urbana,Municipal,98.9,97.4,0.9,0.2,0.2,2.4
83,2020,Sul,Rural,Municipal,98.9,90.8,0.8,3.3,0.3,5.9
84,2020,Sul,Total,Privada,99.3,99.1,0.6,0.7,0.1,0.2
85,2020,Sul,Urbana,Privada,99.3,99.1,0.6,0.7,0.1,0.2
86,2020,Sul,Rural,Privada,98.8,95.6,0.9,1.9,0.3,2.5
87,2020,Sul,Total,Pública,98.1,89.8,1.5,5.3,0.4,4.9
88,2020,Sul,Urbana,Pública,98,89.7,1.6,5.4,0.4,4.9
89,2020,Sul,Rural,Pública,98.7,92.8,0.9,3.9,0.4,3.3
90,2020,Centro-Oeste,Total,Total,97.8,93.4,1.8,5.5,0.4,1.1
91,2020,Centro-Oeste,Urbana,Total,97.9,93.4,1.8,5.5,0.3,1.1
92,2020,Centro-Oeste,Rural,Total,97.7,92.2,1.8,6,0.5,1.8
93,2020,Centro-Oeste,Total,Federal,99.5,87.5,0.5,10.3,0,2.2
94,2020,Centro-Oeste,Urbana,Federal,99.5,90.1,0.5,8.5,0,1.4
95,2020,Centro-Oeste,Rural,Federal,--,77.4,--,17.5,--,5.1
96,2020,Centro-Oeste,Total,Estadual,97.3,92.8,2.4,6,0.3,1.2
97,2020,Centro-Oeste,Urbana,Estadual,97.3,92.7,2.4,6.1,0.3,1.2
98,2020,Centro-Oeste,Rural,Estadual,97.6,94.7,2.2,4.1,0.2,1.2
99,2020,Centro-Oeste,Total,Municipal,98,90.9,1.6,6.7,0.4,2.4
100,2020,Centro-Oeste,Urbana,Municipal,98.1,88.3,1.6,8.9,0.3,2.8
101,2020,Centro-Oeste,Rural,Municipal,97.7,98.9,1.6,0,0.7,1.1
102,2020,Centro-Oeste,Total,Privada,98.7,98.9,0.6,0.8,0.7,0.3
103,2020,Centro-Oeste,Urbana,Privada,98.7,99,0.6,0.7,0.7,0.3
104,2020,Centro-Oeste,Rural,Privada,99.3,94.6,0.6,3.2,0.1,2.2
105,2020,Centro-Oeste,Total,Pública,97.7,92.5,2,6.2,0.3,1.3
106,2020,Centro-Oeste,Urbana,Pública,97.7,92.6,2,6.2,0.3,1.2
107,2020,Centro-Oeste,Rural,Pública,97.6,92.1,1.8,6.1,0.6,1.8
108,2020,Rondônia,Total,Total,96.7,90.8,1.2,6.9,2.1,2.3
109,2020,Rondônia,Urbana,Total,98,91.6,1.3,6.7,0.7,1.7
110,2020,Rondônia,Rural,Total,88.8,78.6,1,9.2,10.2,12.2
111,2020,Rondônia,Total,Federal,--,85.2,--,14.6,--,0.2
112,2020,Rondônia,Urbana,Federal,--,88.2,--,11.7,--,0.1
113,2020,Rondônia,Rural,Federal,--,77.2,--,22.4,--,0.4
114,2020,Rondônia,Total,Estadual,93.9,90.9,2,6.6,4.1,2.5
115,2020,Rondônia,Urbana,Estadual,97.1,91.4,2,6.7,0.9,1.9
116,2020,Rondônia,Rural,Estadual,38.7,73.8,0.9,3.4,60.4,22.8
117,2020,Rondônia,Total,Municipal,98.9,--,0.6,--,0.5,--
118,2020,Rondônia,Urbana,Municipal,99.2,--,0.5,--,0.3,--
119,2020,Rondônia,Rural,Municipal,98.1,--,1,--,0.9,--
120,2020,Rondônia,Total,Privada,98.2,96.4,0.9,2,0.9,1.6
121,2020,Rondônia,Urbana,Privada,98.1,97.3,0.9,2.4,1,0.3
122,2020,Rondônia,Rural,Privada,99.5,92.5,0.2,0.3,0.3,7.2
123,2020,Rondônia,Total,Pública,96.5,90.5,1.3,7.2,2.2,2.3
124,2020,Rondônia,Urbana,Pública,98,91.2,1.3,7,0.7,1.8
125,2020,Rondônia,Rural,Pública,88.3,75.2,1,11.4,10.7,13.4
126,2020,Acre,Total,Total,96.2,86,2,10.7,1.8,3.3
127,2020,Acre,Urbana,Total,95.9,83.3,2.5,13.5,1.6,3.2
128,2020,Acre,Rural,Total,97,94.5,1,1.3,2,4.2
129,2020,Acre,Total,Federal,100,97.1,0,1.2,0,1.7
130,2020,Acre,Urbana,Federal,100,97.1,0,1.2,0,1.7
131,2020,Acre,Total,Estadual,95.7,85.3,2.8,11.2,1.5,3.5
132,2020,Acre,Urbana,Estadual,94.9,82.3,3.7,14.4,1.4,3.3
133,2020,Acre,Rural,Estadual,97.5,94.5,0.6,1.3,1.9,4.2
134,2020,Acre,Total,Municipal,96.7,--,0.9,--,2.4,--
135,2020,Acre,Urbana,Municipal,97,--,0.5,--,2.5,--
136,2020,Acre,Rural,Municipal,96.4,--,1.3,--,2.3,--
137,2020,Acre,Total,Privada,99.2,99.5,0.1,0.1,0.7,0.4
138,2020,Acre,Urbana,Privada,99.2,99.5,0.1,0.1,0.7,0.4
139,2020,Acre,Total,Pública,96.1,85.4,2.1,11.1,1.8,3.5
140,2020,Acre,Urbana,Pública,95.6,82.4,2.6,14.3,1.8,3.3
141,2020,Acre,Rural,Pública,97,94.5,1,1.3,2,4.2
142,2020,Amazonas,Total,Total,98.7,98.5,0.5,1.4,0.8,0.1
143,2020,Amazonas,Urbana,Total,99.3,98.6,0.4,1.3,0.3,0.1
144,2020,Amazonas,Rural,Total,97.1,97.7,1,1.8,1.9,0.5
145,2020,Amazonas,Total,Federal,99,87,1,12.7,0,0.3
146,2020,Amazonas,Urbana,Federal,99,87.1,1,12.5,0,0.4
147,2020,Amazonas,Rural,Federal,--,85.6,--,14.4,--,0
148,2020,Amazonas,Total,Estadual,99.6,98.8,0.4,1,0,0.2
149,2020,Amazonas,Urbana,Estadual,99.7,99,0.3,0.9,0,0.1
150,2020,Amazonas,Rural,Estadual,98.1,98,1.9,1.6,0,0.4
151,2020,Amazonas,Total,Municipal,98.3,--,0.6,--,1.1,--
152,2020,Amazonas,Urbana,Municipal,99.1,--,0.4,--,0.5,--
153,2020,Amazonas,Rural,Municipal,97,--,1,--,2,--
154,2020,Amazonas,Total,Privada,98,98.4,0.5,1.3,1.5,0.3
155,2020,Amazonas,Urbana,Privada,98,98.4,0.5,1.3,1.5,0.3
156,2020,Amazonas,Rural,Privada,100,100,0,0,0,0
157,2020,Amazonas,Total,Pública,98.8,98.5,0.5,1.4,0.7,0.1
158,2020,Amazonas,Urbana,Pública,99.4,98.6,0.3,1.3,0.3,0.1
159,2020,Amazonas,Rural,Pública,97.1,97.7,1.1,1.8,1.8,0.5
160,2020,Roraima,Total,Total,98.9,98.4,0.4,0.8,0.7,0.8
161,2020,Roraima,Urbana,Total,98.8,99.1,0.5,0.3,0.7,0.6
162,2020,Roraima,Rural,Total,98.9,95.9,0.4,2.4,0.7,1.7
163,2020,Roraima,Total,Federal,98.5,91.4,1.5,8.2,0,0.4
164,2020,Roraima,Urbana,Federal,98.5,92.2,1.5,6.6,0,1.2
165,2020,Roraima,Rural,Federal,--,91.1,--,8.7,--,0.2
166,2020,Roraima,Total,Estadual,98.9,98.6,0.4,0.6,0.7,0.8
167,2020,Roraima,Urbana,Estadual,99.2,99.1,0.3,0.3,0.5,0.6
168,2020,Roraima,Rural,Estadual,98.4,96.5,0.7,1.6,0.9,1.9
169,2020,Roraima,Total,Municipal,98.8,--,0.5,--,0.7,--
170,2020,Roraima,Urbana,Municipal,98.5,--,0.6,--,0.9,--
171,2020,Roraima,Rural,Municipal,99.8,--,0,--,0.2,--
172,2020,Roraima,Total,Privada,99.4,99.5,0.2,0.3,0.4,0.2
173,2020,Roraima,Urbana,Privada,99.4,99.5,0.2,0.3,0.4,0.2
174,2020,Roraima,Rural,Privada,--,100,--,0,--,0
175,2020,Roraima,Total,Pública,98.8,98.3,0.5,0.8,0.7,0.9
176,2020,Roraima,Urbana,Pública,98.8,99.1,0.5,0.3,0.7,0.6
177,2020,Roraima,Rural,Pública,98.9,95.9,0.4,2.4,0.7,1.7
178,2020,Pará,Total,Total,97.7,99.2,0.6,0.1,1.7,0.7
179,2020,Pará,Urbana,Total,97.8,99.2,0.5,0.1,1.7,0.7
180,2020,Pará,Rural,Total,97.6,99.4,0.7,0.2,1.7,0.4
181,2020,Pará,Total,Federal,99.9,94.8,0.1,4.3,0,0.9
182,2020,Pará,Urbana,Federal,99.9,95.5,0.1,3.7,0,0.8
183,2020,Pará,Rural,Federal,--,71.2,--,26,--,2.8
184,2020,Pará,Total,Estadual,99.8,99.4,0,0,0.2,0.6
185,2020,Pará,Urbana,Estadual,99.8,99.4,0,0,0.2,0.6
186,2020,Pará,Rural,Estadual,99.9,99.6,0,0,0.1,0.4
187,2020,Pará,Total,Municipal,97.7,97.6,0.7,0,1.6,2.4
188,2020,Pará,Urbana,Municipal,97.9,97.6,0.6,0,1.5,2.4
189,2020,Pará,Rural,Municipal,97.5,--,0.7,--,1.8,--
190,2020,Pará,Total,Privada,95,97.9,0.7,0.6,4.3,1.5
191,2020,Pará,Urbana,Privada,95,98,0.6,0.6,4.4,1.4
192,2020,Pará,Rural,Privada,93.2,91.6,4.8,2.2,2,6.2
193,2020,Pará,Total,Pública,98,99.4,0.6,0.1,1.4,0.5
194,2020,Pará,Urbana,Pública,98.3,99.3,0.5,0.1,1.2,0.6
195,2020,Pará,Rural,Pública,97.6,99.5,0.7,0.1,1.7,0.4
196,2020,Amapá,Total,Total,96.3,90.7,2.3,6.9,1.4,2.4
197,2020,Amapá,Urbana,Total,96.2,90,2.5,7.7,1.3,2.3
198,2020,Amapá,Rural,Total,97,94.9,1.3,1.6,1.7,3.5
199,2020,Amapá,Total,Federal,--,88.7,--,10.1,--,1.2
200,2020,Amapá,Urbana,Federal,--,88.7,--,10.1,--,1.2
201,2020,Amapá,Total,Estadual,95.2,89.9,3.5,7.4,1.3,2.7
202,2020,Amapá,Urbana,Estadual,94.5,89.1,4,8.4,1.5,2.5
203,2020,Amapá,Rural,Estadual,97.3,94.8,1.7,1.7,1,3.5
204,2020,Amapá,Total,Municipal,97.7,--,0.9,--,1.4,--
205,2020,Amapá,Urbana,Municipal,98,--,1,--,1,--
206,2020,Amapá,Rural,Municipal,96.5,--,0.6,--,2.9,--
207,2020,Amapá,Total,Privada,97.3,98.9,0.7,0.5,2,0.6
208,2020,Amapá,Urbana,Privada,97.3,99.1,0.7,0.5,2,0.4
209,2020,Amapá,Rural,Privada,93.5,97,0,0,6.5,3
210,2020,Amapá,Total,Pública,96.2,89.9,2.4,7.5,1.4,2.6
211,2020,Amapá,Urbana,Pública,96,89.1,2.7,8.4,1.3,2.5
212,2020,Amapá,Rural,Pública,97,94.8,1.3,1.7,1.7,3.5
213,2020,Tocantins,Total,Total,97.8,93.2,1.1,2.7,1.1,4.1
214,2020,Tocantins,Urbana,Total,97.9,93.3,1.1,2.5,1,4.2
215,2020,Tocantins,Rural,Total,97.1,92.5,1.4,4.4,1.5,3.1
216,2020,Tocantins,Total,Federal,--,80,--,18.2,--,1.8
217,2020,Tocantins,Urbana,Federal,--,79.1,--,18.7,--,2.2
218,2020,Tocantins,Rural,Federal,--,82.2,--,16.8,--,1
219,2020,Tocantins,Total,Estadual,95.9,93.5,1.6,2,2.5,4.5
220,2020,Tocantins,Urbana,Estadual,96,93.5,1.6,2,2.4,4.5
221,2020,Tocantins,Rural,Estadual,95.1,94.1,1.7,2.2,3.2,3.7
222,2020,Tocantins,Total,Municipal,98.8,--,0.8,--,0.4,--
223,2020,Tocantins,Urbana,Municipal,98.9,--,0.7,--,0.4,--
224,2020,Tocantins,Rural,Municipal,97.9,--,1.2,--,0.9,--
225,2020,Tocantins,Total,Privada,98.7,99.3,0.7,0.5,0.6,0.2
226,2020,Tocantins,Urbana,Privada,98.7,99.3,0.7,0.5,0.6,0.2
227,2020,Tocantins,Rural,Privada,98.7,99.2,1.3,0.8,0,0
228,2020,Tocantins,Total,Pública,97.7,92.9,1.1,2.8,1.2,4.3
229,2020,Tocantins,Urbana,Pública,97.8,92.9,1.1,2.6,1.1,4.5
230,2020,Tocantins,Rural,Pública,97.1,92.2,1.4,4.6,1.5,3.2
231,2020,Maranhão,Total,Total,96.8,92.3,0.9,2.4,2.3,5.3
232,2020,Maranhão,Urbana,Total,96.6,92.5,0.9,2.4,2.5,5.1
233,2020,Maranhão,Rural,Total,97.1,90.8,1,2.3,1.9,6.9
234,2020,Maranhão,Total,Federal,98.4,81.6,0.7,15.6,0.9,2.8
235,2020,Maranhão,Urbana,Federal,97.7,83.5,1,14.4,1.3,2.1
236,2020,Maranhão,Rural,Federal,100,74.7,0,20,0,5.3
237,2020,Maranhão,Total,Estadual,94.6,92.4,2.7,2,2.7,5.6
238,2020,Maranhão,Urbana,Estadual,97.1,92.5,1.4,2.1,1.5,5.4
239,2020,Maranhão,Rural,Estadual,90.5,91.8,4.7,1.4,4.8,6.8
240,2020,Maranhão,Total,Municipal,96.9,92.7,0.9,0.1,2.2,7.2
241,2020,Maranhão,Urbana,Municipal,96.6,99.5,0.9,0,2.5,0.5
242,2020,Maranhão,Rural,Municipal,97.3,84.4,0.9,0.3,1.8,15.3
243,2020,Maranhão,Total,Privada,96.3,96.9,0.9,1.4,2.8,1.7
244,2020,Maranhão,Urbana,Privada,96.3,97.5,0.9,1.5,2.8,1
245,2020,Maranhão,Rural,Privada,96.8,90.5,0.8,0.3,2.4,9.2
246,2020,Maranhão,Total,Pública,96.8,92,0.9,2.5,2.3,5.5
247,2020,Maranhão,Urbana,Pública,96.6,92.2,0.9,2.5,2.5,5.3
248,2020,Maranhão,Rural,Pública,97.1,90.8,1,2.3,1.9,6.9
249,2020,Piauí,Total,Total,97.7,93.5,0.7,1.2,1.6,5.3
250,2020,Piauí,Urbana,Total,97.5,93.7,0.7,1.2,1.8,5.1
251,2020,Piauí,Rural,Total,98.1,90.2,0.6,2,1.3,7.8
252,2020,Piauí,Total,Federal,--,83.7,--,14.3,--,2
253,2020,Piauí,Urbana,Federal,--,83.5,--,14.5,--,2
254,2020,Piauí,Rural,Federal,--,85.6,--,12.9,--,1.5
255,2020,Piauí,Total,Estadual,95.8,93.6,0.5,0.4,3.7,6
256,2020,Piauí,Urbana,Estadual,95.8,93.8,0.5,0.3,3.7,5.9
257,2020,Piauí,Rural,Estadual,95.2,90.5,0.4,1,4.4,8.5
258,2020,Piauí,Total,Municipal,97.9,74.3,0.6,5.1,1.5,20.6
259,2020,Piauí,Urbana,Municipal,97.8,72,0.7,5.9,1.5,22.1
260,2020,Piauí,Rural,Municipal,98.1,88.2,0.6,0,1.3,11.8
261,2020,Piauí,Total,Privada,97.2,98.3,1.1,1,1.7,0.7
262,2020,Piauí,Urbana,Privada,97.2,98.3,1.1,1,1.7,0.7
263,2020,Piauí,Rural,Privada,100,100,0,0,0,0
264,2020,Piauí,Total,Pública,97.7,92.9,0.6,1.2,1.7,5.9
265,2020,Piauí,Urbana,Pública,97.6,93.1,0.7,1.2,1.7,5.7
266,2020,Piauí,Rural,Pública,98.1,90.1,0.6,2,1.3,7.9
267,2020,Ceará,Total,Total,98.9,97,0.2,0.2,0.9,2.8
268,2020,Ceará,Urbana,Total,98.7,97,0.2,0.2,1.1,2.8
269,2020,Ceará,Rural,Total,99.7,97.3,0.1,0.6,0.2,2.1
270,2020,Ceará,Total,Federal,99.8,80.9,0.2,14.4,0,4.7
271,2020,Ceará,Urbana,Federal,99.8,82.6,0.2,13.4,0,4
272,2020,Ceará,Rural,Federal,--,66.4,--,22.6,--,11
273,2020,Ceará,Total,Estadual,98.1,97.1,0,0,1.9,2.9
274,2020,Ceará,Urbana,Estadual,97.8,97,0,0,2.2,3
275,2020,Ceará,Rural,Estadual,99.2,98.2,0,0,0.8,1.8
276,2020,Ceará,Total,Municipal,99.6,--,0.1,--,0.3,--
277,2020,Ceará,Urbana,Municipal,99.6,--,0.1,--,0.3,--
278,2020,Ceará,Rural,Municipal,99.7,--,0.1,--,0.2,--
279,2020,Ceará,Total,Privada,96,98.8,0.7,0.6,3.3,0.6
280,2020,Ceará,Urbana,Privada,96,98.8,0.7,0.6,3.3,0.6
281,2020,Ceará,Rural,Privada,98.3,86.3,0.4,0,1.3,13.7
282,2020,Ceará,Total,Pública,99.6,96.8,0.1,0.2,0.3,3
283,2020,Ceará,Urbana,Pública,99.6,96.8,0.1,0.2,0.3,3
284,2020,Ceará,Rural,Pública,99.7,97.4,0.1,0.6,0.2,2
285,2020,Rio Grande do Norte,Total,Total,97.9,98.4,0.5,1,1.6,0.6
286,2020,Rio Grande do Norte,Urbana,Total,97.8,98.4,0.5,1,1.7,0.6
287,2020,Rio Grande do Norte,Rural,Total,98.7,98,0.5,1.6,0.8,0.4
288,2020,Rio Grande do Norte,Total,Federal,100,92.9,0,6.1,0,1
289,2020,Rio Grande do Norte,Urbana,Federal,100,92.8,0,6.2,0,1
290,2020,Rio Grande do Norte,Rural,Federal,--,93.8,--,5.6,--,0.6
291,2020,Rio Grande do Norte,Total,Estadual,99.6,99.3,0.2,0.3,0.2,0.4
292,2020,Rio Grande do Norte,Urbana,Estadual,99.6,99.2,0.2,0.3,0.2,0.5
293,2020,Rio Grande do Norte,Rural,Estadual,98.8,99.7,1,0.1,0.2,0.2
294,2020,Rio Grande do Norte,Total,Municipal,98.8,--,0.4,--,0.8,--
295,2020,Rio Grande do Norte,Urbana,Municipal,98.9,--,0.4,--,0.7,--
296,2020,Rio Grande do Norte,Rural,Municipal,98.8,--,0.5,--,0.7,--
297,2020,Rio Grande do Norte,Total,Privada,94.1,97.4,1.2,1.1,4.7,1.5
298,2020,Rio Grande do Norte,Urbana,Privada,94.1,97.4,1.2,1.1,4.7,1.5
299,2020,Rio Grande do Norte,Rural,Privada,89.1,100,2.2,0,8.7,0
300,2020,Rio Grande do Norte,Total,Pública,99,98.5,0.4,1,0.6,0.5
301,2020,Rio Grande do Norte,Urbana,Pública,99.1,98.6,0.3,0.9,0.6,0.5
302,2020,Rio Grande do Norte,Rural,Pública,98.8,98,0.5,1.7,0.7,0.3
303,2020,Paraíba,Total,Total,97,97.1,0.5,0.5,2.5,2.4
304,2020,Paraíba,Urbana,Total,96.9,97,0.4,0.5,2.7,2.5
305,2020,Paraíba,Rural,Total,98,98.2,0.6,0.2,1.4,1.6
306,2020,Paraíba,Total,Federal,--,91.2,--,7.5,--,1.3
307,2020,Paraíba,Urbana,Federal,--,91.1,--,7.7,--,1.2
308,2020,Paraíba,Rural,Federal,--,95.7,--,2.5,--,1.8
309,2020,Paraíba,Total,Estadual,99.2,97.2,0,0.1,0.8,2.7
310,2020,Paraíba,Urbana,Estadual,99.2,97.2,0,0.1,0.8,2.7
311,2020,Paraíba,Rural,Estadual,99.5,98.2,0.1,0.2,0.4,1.6
312,2020,Paraíba,Total,Municipal,97.6,99.7,0.5,0,1.9,0.3
313,2020,Paraíba,Urbana,Municipal,97.5,99.7,0.4,0,2.1,0.3
314,2020,Paraíba,Rural,Municipal,97.9,--,0.6,--,1.5,--
315,2020,Paraíba,Total,Privada,93.6,98,0.9,0.6,5.5,1.4
316,2020,Paraíba,Urbana,Privada,93.6,98,0.8,0.6,5.6,1.4
317,2020,Paraíba,Rural,Privada,85.5,--,9.8,--,4.7,--
318,2020,Paraíba,Total,Pública,97.9,96.9,0.4,0.4,1.7,2.7
319,2020,Paraíba,Urbana,Pública,97.8,96.9,0.3,0.5,1.9,2.6
320,2020,Paraíba,Rural,Pública,98.1,98.2,0.6,0.2,1.3,1.6
321,2020,Pernambuco,Total,Total,98.3,98.8,0.4,0.9,1.3,0.3
322,2020,Pernambuco,Urbana,Total,98,98.9,0.4,0.8,1.6,0.3
323,2020,Pernambuco,Rural,Total,99.6,96.7,0.2,2.4,0.2,0.9
324,2020,Pernambuco,Total,Federal,99.9,79.8,0.1,15.3,0,4.9
325,2020,Pernambuco,Urbana,Federal,99.9,80,0.1,14,0,6
326,2020,Pernambuco,Rural,Federal,--,79.4,--,19.5,--,1.1
327,2020,Pernambuco,Total,Estadual,99.8,99.3,0.1,0.5,0.1,0.2
328,2020,Pernambuco,Urbana,Estadual,99.9,99.4,0.1,0.5,0,0.1
329,2020,Pernambuco,Rural,Estadual,99.5,98.4,0.1,0.7,0.4,0.9
330,2020,Pernambuco,Total,Municipal,99.8,96.9,0.1,0,0.1,3.1
331,2020,Pernambuco,Urbana,Municipal,99.8,92.9,0.1,0,0.1,7.1
332,2020,Pernambuco,Rural,Municipal,99.7,100,0.1,0,0.2,0
333,2020,Pernambuco,Total,Privada,93.5,98.6,1.3,0.6,5.2,0.8
334,2020,Pernambuco,Urbana,Privada,93.5,98.6,1.3,0.6,5.2,0.8
